gene	betweenness	eigenvector
ANKRD39	16.500000	0.002495
RHOBTB1	3.000000	0.025592
FBXL17	31.000000	0.002453
MRPL19	67.000000	0.010177
ARF4	63.500000	0.020695
GPATCH4	0.000000	0.021817
RRS1	8.000000	0.024504
ZCCHC3	0.000000	0.016041
C20orf196	0.000000	0.000709
CCDC39	0.000000	0.001051
CKMT1A	101.000000	0.010756
DYNC1LI2	6.000000	0.009858
IPO8	78.000000	0.012250
KNDC1	3.000000	0.001204
MRPL2	120.000000	0.009394
MTMR3	1.000000	0.004742
OR2T35	0.000000	0.001028
PCDHA6	18.000000	0.001355
PTPRT	0.000000	0.000843
PXDNL	0.000000	0.000995
WBSCR22	63.000000	0.004353
ZBTB10	54.000000	0.007776
ZFP36L2	258.000000	0.013550
BBS4	17.000000	0.002070
CBWD2	3.000000	0.002315
CCDC110	0.000000	0.001101
CPN2	0.000000	0.000856
FAR1	1.000000	0.009118
NLE1	24.000000	0.012730
NUDT16L1	86.000000	0.006348
RBM22	5.000000	0.017200
TTC7B	3.000000	0.002351
PDXK	19.000000	0.006696
PDCD11	5.000000	0.024876
MRPL1	63.000000	0.010091
MRPS26	1100.000000	0.016334
ASPH	6677.166667	0.018285
ATP1A4	0.000000	0.001878
SUPV3L1	12.000000	0.009701
TMEM165	1.000000	0.008331
UBAP2	208.500000	0.011330
YARS2	16.000000	0.013125
PRPF39	2.000000	0.004404
TTC5	35.500000	0.004158
TRMT6	3.000000	0.010136
ACBD3	173.500000	0.014159
CLCC1	42.000000	0.010963
ERAL1	24.000000	0.009835
MRPL14	42.500000	0.008160
MRPL24	53.500000	0.010760
EXOSC9	2.500000	0.014747
GCAT	14.000000	0.004333
ATP1A2	119.000000	0.004747
YTHDF1	9.000000	0.029980
ADSS	326.000000	0.011197
DHX8	33.500000	0.018270
EIF1AY	0.000000	0.003239
FAM120B	3.000000	0.003345
FAM98A	2.000000	0.019640
HLA-H	32.000000	0.002882
TUBB6	1051.000000	0.018354
BOP1	2.000000	0.018039
FAM120A	259.000000	0.020228
GFPT2	411.000000	0.003895
TARS2	0.000000	0.010706
VPS4B	45.000000	0.006270
TIAL1	45.000000	0.011931
MRPL49	0.000000	0.011445
RPL7L1	33.000000	0.017808
AGK	60.500000	0.012049
GMPS	15.000000	0.014116
KRT16	163.000000	0.012167
LARP4	137.000000	0.014332
MAT2A	77.000000	0.021531
SEP15	0.000000	0.003315
TECR	100.500000	0.021553
NDUFA4	131.000000	0.015514
RPS15	2197.833333	0.022417
KRT78	0.000000	0.009116
SEC24A	1582.000000	0.011061
KRT71	15.000000	0.002683
KRT76	2.000000	0.004858
QPCT	1.000000	0.003388
KRT75	99.000000	0.007339
FBXW10	23.000000	0.008209
HSPA7	34.500000	0.008702
KRT3	3.000000	0.005625
LRRC41	0.000000	0.008249
MAN1B1	81.000000	0.006347
RAB40C	0.000000	0.000560
SPSB3	31.000000	0.000976
TULP4	0.000000	0.002466
ZNF846	0.000000	0.000293
RAB15	1.500000	0.003375
ARGLU1	8.000000	0.017045
APOD	27.000000	0.004653
GLG1	107.000000	0.009222
CYP2S1	96.000000	0.002256
ATP5F1	78.000000	0.016888
CLIC4	653.500000	0.009145
CRABP2	3.000000	0.003195
VPS39	4.000000	0.003765
APOO	7.000000	0.004895
ATP5D	1201.500000	0.006851
ACOT13	0.000000	0.003617
IFITM2	0.000000	0.000280
ATP2A3	65.500000	0.004850
FBXO33	0.000000	0.000813
KIR3DX1	0.000000	0.000250
ACOXL	0.000000	0.000320
SLC7A9	99.000000	0.002778
NUDT7	0.000000	0.000305
PRDM10	13.000000	0.003573
PSMG1	0.000000	0.007677
PSMG3	795.666667	0.003199
CCBL2	0.500000	0.005939
SNORA67	0.000000	0.000541
ABCA10	0.000000	0.001379
ACSBG2	0.000000	0.000628
ANKRD12	14.000000	0.002620
BYSL	109.000000	0.023956
C10orf55	52.000000	0.001381
UNC80	0.000000	0.000786
FAM83H	4.000000	0.008905
FBLL1	0.000000	0.007631
FEM1C	102.000000	0.000518
FIGN	0.000000	0.001042
GALNT13	1.000000	0.000420
LGALS7B	0.000000	0.003158
MRPL15	17.000000	0.010949
MRPL43	17.000000	0.007101
NOP16	547.500000	0.011383
NQO2	5.000000	0.002316
PSME4	46.000000	0.007106
RBM5	2.000000	0.011263
RELN	0.000000	0.001827
SLFN12L	0.000000	0.000664
TMC1	0.000000	0.000353
UROS	0.000000	0.000843
ZNF185	87.000000	0.006167
ZNF554	0.000000	0.000972
ATP9A	69.500000	0.004044
CAPRIN2	1.000000	0.000962
KSR2	2.000000	0.003044
SCG2	0.000000	0.001489
ZMAT2	1.000000	0.006622
DCAF12L2	59.500000	0.000539
ARMCX2	0.000000	0.002132
ZNF33B	0.000000	0.001091
PHKA2	1.000000	0.002787
FZD2	34.000000	0.000875
FOLR3	0.000000	0.000136
MFAP4	64.000000	0.002503
MMAA	0.000000	0.001287
MUT	13.000000	0.004659
TEX14	0.000000	0.001204
STAB1	0.000000	0.001048
CLIP3	1.000000	0.000517
MZF1	2.000000	0.000870
TPRKB	47.000000	0.002917
C14orf142	0.000000	0.000859
GZMK	23.000000	0.000455
UNC13D	1.000000	0.002604
PSMG2	6.000000	0.004106
RAB39B	0.000000	0.002290
RAB36	0.000000	0.000031
FAM64A	9.000000	0.002566
BAZ2B	22.000000	0.002757
TSLP	28.000000	0.000596
KIAA1191	5.000000	0.004338
MTG1	155.500000	0.004178
ADAP2	0.000000	0.002105
NHP2	8645.500000	0.008944
NOB1	7.000000	0.012030
BCL2L14	0.000000	0.005425
FAM188A	3.000000	0.001306
TRIM34	44.000000	0.002003
ITPK1	0.000000	0.003358
AGXT	0.000000	0.000929
TUSC3	2.000000	0.002442
FANK1	0.000000	0.000495
TMEM54	1.000000	0.000823
URGCP	0.000000	0.004528
RNU6ATAC	0.000000	0.002186
KSR1	237.000000	0.004078
SERPINF1	1.000000	0.000796
COL1A2	17.000000	0.002409
IGLL1	0.000000	0.000033
ECE1	13.500000	0.004875
VPS16	95.000000	0.006831
VPS41	74.500000	0.003163
GZF1	0.000000	0.004453
ZBTB6	0.000000	0.000417
RELT	5.000000	0.001317
CHPF	0.000000	0.004221
THOC2	726.000000	0.015373
THOC5	88.500000	0.013374
THOC1	84.000000	0.014058
THOC6	14.000000	0.009652
SH3RF3	0.000000	0.004152
TYRP1	0.000000	0.000871
FCGRT	34.000000	0.002274
KCNE4	10.000000	0.000765
PSG2	0.000000	0.000102
KCNIP1	118.000000	0.000140
TMPRSS11A	0.000000	0.000173
KCNA10	0.000000	0.000278
VEZF1	40.000000	0.006211
MEX3A	992.000000	0.011159
MEX3C	2.000000	0.005297
HIST2H2BA	0.000000	0.000082
NEK1	107.000000	0.006869
CTNNAL1	0.000000	0.004789
CIC	1004.833333	0.034004
CNTROB	14.000000	0.005191
CACNB1	2.000000	0.000481
NELL1	0.000000	0.000834
GIGYF1	144.000000	0.009727
STXBP4	5.000000	0.002555
PCSK5	83.000000	0.001323
ECM1	4025.833333	0.005618
LRP3	129.000000	0.000959
ANKHD1	183.500000	0.013618
HSFX1	0.000000	0.000202
TMEM8B	6.000000	0.000452
FADS2	1.000000	0.007582
GMEB2	0.000000	0.002446
MBD6	0.000000	0.006582
ZC3H7B	32.000000	0.005034
ST6GALNAC6	34.000000	0.002219
STAC2	0.000000	0.000881
ANKS3	1.000000	0.001099
CCDC93	75.000000	0.005049
RGS9BP	0.000000	0.000260
KLHL14	18.000000	0.001146
TRIM44	325.500000	0.002358
EID3	2.000000	0.001167
HSPB6	40.000000	0.000575
NHS	71.000000	0.003455
STK33	0.000000	0.002760
FBXL22	0.000000	0.000708
EPB41L5	391.000000	0.014635
DGKA	0.000000	0.000561
DNAJB14	62.000000	0.003708
TRAPPC9	0.000000	0.004775
TRAPPC1	10.000000	0.001459
TRAPPC4	1.000000	0.003295
TRAPPC5	1870.000000	0.005733
VAMP4	10.000000	0.003514
VPS53	1.000000	0.007081
SENP8	0.000000	0.001848
KRT73	0.000000	0.003951
CORO1C	1267.500000	0.019975
KRT35	1.000000	0.002811
KRT32	0.000000	0.001896
PSTPIP2	0.000000	0.003200
ASAP3	1.000000	0.001448
KRT12	0.000000	0.001285
RNGTT	93.000000	0.009287
AAK1	0.000000	0.012182
NECAP1	0.000000	0.004004
MEA1	0.000000	0.000571
TUBGCP6	5.000000	0.002503
HTRA1	41.000000	0.002679
PPM1A	76.000000	0.006171
SLC18A2	18.000000	0.001941
PAIP2B	0.000000	0.001777
GLA	5.000000	0.003848
GNS	46.000000	0.007589
GUSB	0.000000	0.001953
H6PD	0.000000	0.003409
LAMB2	18.000000	0.005677
PIGS	30.000000	0.008035
PRCP	0.000000	0.006020
B3GALNT2	0.000000	0.002211
GGCX	4.000000	0.005740
KIAA1161	10.000000	0.002444
LMF2	123.000000	0.006576
NAGA	1.000000	0.003098
NUP210	84.000000	0.014113
USP51	3.000000	0.001436
TPPP	0.000000	0.002626
CISD1	0.000000	0.008015
RNF151	0.000000	0.006159
DUSP26	101.000000	0.002422
PACRG	2.000000	0.003427
ATP6V1B1	7.000000	0.004196
ATP6V0A1	47.000000	0.012233
ATP6V1B2	2.000000	0.017088
MITD1	0.000000	0.001314
MYO3B	0.000000	0.003582
KANK2	3568.500000	0.008869
E2F8	35.000000	0.001618
TPRXL	0.000000	0.000746
GIMAP4	0.000000	0.000560
C1orf131	0.000000	0.004644
RASL11B	0.000000	0.000541
BOD1	2.000000	0.000490
TOX2	3.000000	0.000527
TRPT1	0.000000	0.000625
KIFC3	1968.500000	0.007245
ERMN	0.000000	0.000622
TRUB1	6.000000	0.003659
C1orf87	0.000000	0.001105
ZMYM5	3.000000	0.002068
C9orf41	38.000000	0.001556
CLIP4	114.000000	0.001077
EIF1AX	36.000000	0.008444
DIRAS1	4.000000	0.000857
HINT2	944.000000	0.009374
C9orf43	0.000000	0.000932
C12orf65	0.000000	0.008470
FAM126B	7.500000	0.001201
C1orf110	0.000000	0.000415
PTPN7	0.000000	0.003673
TTLL7	4.000000	0.001858
OAS2	0.000000	0.001381
NAT6	0.000000	0.000956
MRPL34	2.000000	0.002358
TCP10	139.000000	0.001066
BUD31	634.666667	0.008698
FAM53A	0.000000	0.000861
CEP57	117.000000	0.005693
AVPI1	0.000000	0.001240
SERPIND1	0.000000	0.000654
SCYL1	234.000000	0.010608
SASH3	0.000000	0.000295
TASP1	0.000000	0.001921
FAM32A	0.000000	0.003130
RASL12	4.000000	0.001047
MRPS24	795.500000	0.007595
SPZ1	0.000000	0.000921
RPUSD2	4.000000	0.002444
BBX	742.500000	0.007875
ZADH2	0.000000	0.002928
ARHGAP24	408.000000	0.025267
CPLX2	10.000000	0.001728
ANKRD50	0.000000	0.004278
C2orf49	3.000000	0.003090
SPANXN3	0.000000	0.001129
GBA2	3.000000	0.002543
DDX43	0.000000	0.001481
KCNAB3	0.000000	0.000431
LYRM7	7.000000	0.002168
EEPD1	0.000000	0.002004
MRPS18A	9.000000	0.007636
RGL1	0.000000	0.000903
AGPAT3	3.000000	0.002154
NBPF3	0.000000	0.000738
POGK	1.000000	0.001395
TPD52L3	0.000000	0.000718
PLEKHO2	59.000000	0.002088
ZNF22	0.000000	0.008989
HS3ST1	1.000000	0.000695
DPY19L2P1	0.000000	0.000872
MRPL35	0.000000	0.004201
ZNF2	0.000000	0.004540
TRIM40	4.000000	0.003673
ZNF410	0.000000	0.001143
ATP5H	561.000000	0.012710
ZNF574	5.000000	0.014525
MND1	0.000000	0.002221
LARP6	0.000000	0.000463
DDHD2	1.000000	0.002480
ECHDC2	0.000000	0.000959
ACBD6	0.000000	0.000712
ADAT2	0.000000	0.001322
TWF1	60.000000	0.010910
BCAT2	102.500000	0.003360
ANKS6	0.000000	0.002638
ECHDC1	2.000000	0.003523
ZMAT4	0.000000	0.001962
ELK3	266.000000	0.003218
OCEL1	0.000000	0.000482
IL15	0.000000	0.000389
TSPY2	0.000000	0.000336
ACAD10	10.000000	0.002832
FGF16	0.000000	0.000540
CCDC15	0.000000	0.000675
SYCP2L	0.000000	0.000741
ENO3	8.000000	0.006205
HDDC3	21.000000	0.001538
PLA2G4D	0.000000	0.000595
C3orf36	0.000000	0.000495
DPY19L2P4	0.000000	0.000285
SYT6	2.000000	0.004100
HRASLS5	0.000000	0.000286
GAS2	0.000000	0.001358
KCNK5	6.000000	0.001499
HMBS	6.000000	0.003190
CMTM2	3.000000	0.000538
PHYHD1	0.000000	0.000320
NECAB3	0.000000	0.000675
CDCA7	0.000000	0.001440
FBXO38	79.500000	0.003858
ZNF343	1.000000	0.000524
RGS1	0.000000	0.000454
SRR	0.000000	0.001809
ZSCAN5A	0.000000	0.001354
RLBP1	0.000000	0.000389
MB	0.000000	0.000872
DNAJC4	0.000000	0.002277
TMOD2	82.500000	0.004749
TTC23	109.000000	0.002369
GPAM	0.000000	0.002132
DPCR1	0.000000	0.000590
MAK	0.000000	0.002388
DZIP1L	35.500000	0.001156
SLC7A1	531.000000	0.010830
PPP3CC	18.000000	0.003831
CFDP1	2.000000	0.006527
CPEB1	1.000000	0.006387
PRSS33	0.000000	0.000334
KIFC1	64.500000	0.009074
SLFNL1	0.000000	0.000212
FAM184A	93.000000	0.002912
C18orf21	471.000000	0.004327
GIMAP5	266.500000	0.000995
POMZP3	0.000000	0.000280
KLHL32	0.000000	0.000583
METTL2B	1.000000	0.001670
RPL37	632.500000	0.007256
LETMD1	4.500000	0.002858
TSKS	0.000000	0.001732
C22orf46	0.000000	0.000370
SAR1A	6.000000	0.017028
SLCO2B1	0.000000	0.000934
COPZ1	15.000000	0.010946
PCK2	2.000000	0.008336
C4orf46	0.000000	0.000441
SUSD3	87.000000	0.000581
IL26	0.000000	0.000535
IGSF10	0.000000	0.001617
HOXC6	0.000000	0.001159
VWA5A	6.000000	0.001733
FAAH2	0.000000	0.000532
GNAT2	0.000000	0.000746
TP53TG1	0.000000	0.000249
FAM50A	1020.500000	0.008135
ARHGAP9	14.000000	0.003333
BHMT2	12.000000	0.000299
IFT81	19.000000	0.002731
OR7A5	0.000000	0.000310
GIMAP8	0.000000	0.001433
AHDC1	41.000000	0.005027
FAM19A4	0.000000	0.001084
DTWD1	0.000000	0.000391
NDUFB6	8.000000	0.001669
GSTA3	0.000000	0.000438
MTMR14	42.000000	0.005433
NXT2	101.000000	0.001261
FRG1B	0.000000	0.000356
RUFY3	1.000000	0.004520
PUSL1	196.000000	0.003603
C11orf45	0.000000	0.000539
MOBP	0.000000	0.000840
TCL1B	0.000000	0.001290
ZNF720	0.000000	0.000718
MEOX1	44.500000	0.003016
HBD	16.000000	0.005125
IGSF6	0.000000	0.000353
NMNAT1	3.000000	0.009456
MRPL3	19.000000	0.010414
GPR78	0.000000	0.000281
LIPT1	0.000000	0.000763
LGALS2	0.000000	0.000731
HIGD2A	3.000000	0.000762
C15orf43	0.000000	0.000264
RPL3L	0.000000	0.005812
ZNF23	0.000000	0.000596
SLC35B1	9.000000	0.002369
CXCL16	29.000000	0.001285
RTKN	62.000000	0.005110
HINT3	0.000000	0.001024
TAF7L	0.000000	0.000891
TP53TG5	0.000000	0.000861
CELF4	0.000000	0.000580
RAB43	0.000000	0.002024
PDSS2	0.000000	0.001083
CD300LF	0.000000	0.000310
C21orf33	549.500000	0.011591
CCDC144NL	0.000000	0.000300
MSMB	3.333333	0.000797
ACTL7B	0.000000	0.000410
IL7	0.000000	0.000408
GSTA1	15.000000	0.000804
GPR61	0.000000	0.000392
PTGDR	0.000000	0.000336
TIMM17B	365.500000	0.001544
DGUOK	142.000000	0.001747
MTFMT	1.000000	0.004067
GAL3ST1	5.000000	0.000304
GTDC1	0.000000	0.000295
COX4I2	1.000000	0.000602
C21orf59	5.000000	0.004861
HAPLN1	0.000000	0.000683
CAMKK1	1.000000	0.003794
DSCR9	175.000000	0.003840
GAGE1	0.000000	0.000584
DEFA6	0.000000	0.001175
WASH3P	0.000000	0.003012
CCDC28B	0.000000	0.000860
SNX21	16.000000	0.002881
PCDHA7	7.000000	0.000696
SERAC1	3.000000	0.000934
STOML1	0.000000	0.000579
C19orf18	0.000000	0.000647
NMNAT2	0.000000	0.001555
OPA3	0.000000	0.003016
PLA2G4C	0.000000	0.000642
CD300LB	0.000000	0.000347
ASCL3	0.000000	0.000460
C7orf31	0.000000	0.000432
NECAB1	187.500000	0.000904
REG1A	101.000000	0.000465
ADAD2	0.000000	0.000999
CAPSL	0.000000	0.001213
RAB26	0.000000	0.000549
NAT2	0.000000	0.001310
VIPR2	159.500000	0.003565
NUDT9	1.000000	0.002803
WDR89	1.000000	0.002425
GSDMB	8.000000	0.000377
TSNAXIP1	0.000000	0.001039
SLC48A1	1.000000	0.000727
TMEM97	7.000000	0.004757
ACAA2	41.000000	0.010061
ANKRD13D	103.500000	0.001051
C12orf5	4.000000	0.005226
ADH4	0.000000	0.001340
RSPH3	0.000000	0.000582
CCDC107	208.500000	0.001339
RD3	0.000000	0.000840
TSPAN5	4.000000	0.001182
TMX3	4.000000	0.008135
C19orf12	0.000000	0.000300
MPI	4.000000	0.004756
CCIN	0.000000	0.000960
C16orf70	1.000000	0.002229
CLDN20	0.000000	0.000444
NARFL	80.000000	0.002924
ISOC2	137.000000	0.003887
IFI6	0.000000	0.002732
R3HDML	0.000000	0.000884
MCTP2	0.000000	0.001603
FAM151A	0.000000	0.000298
BDH1	2.000000	0.003572
LLPH	1.000000	0.010193
GNRH2	0.000000	0.000282
TSPAN13	0.000000	0.000307
DHRS7B	47.000000	0.008587
ACSBG1	4.000000	0.000485
FITM1	0.000000	0.000267
FAM160B2	0.000000	0.001435
KIAA0513	0.000000	0.001435
TMEM175	0.000000	0.000362
ATL3	154.500000	0.008610
SSH3	0.000000	0.003547
ROR1	199.000000	0.005084
KLK9	0.000000	0.001795
STARD10	0.000000	0.001590
TMCC2	12.000000	0.001410
SPATA7	0.000000	0.001592
ART4	0.000000	0.001131
SIX2	0.000000	0.000954
GGCT	9.000000	0.008089
ODAM	0.000000	0.000640
DCXR	140.000000	0.005609
TMEM35	119.000000	0.000951
TTLL6	0.000000	0.001253
GALNT12	0.000000	0.002285
CFHR2	40.000000	0.000309
TCP11L2	1.000000	0.001173
SH3BGRL3	9.000000	0.003448
PARP15	0.000000	0.000302
TBC1D21	101.000000	0.000824
PIGG	1.000000	0.002666
CXCL14	13.000000	0.001259
GTPBP8	0.000000	0.001416
AGFG2	0.000000	0.001325
MSI1	0.000000	0.005121
C6orf106	0.000000	0.002011
CYP20A1	0.000000	0.003385
ANKRD45	0.000000	0.000274
CYB5B	21.500000	0.012454
MOGAT3	0.000000	0.000544
KRTAP10-7	256.500000	0.003590
DRAM1	0.000000	0.000328
ACTL7A	0.000000	0.001162
HPGD	0.000000	0.000686
ARFGAP3	40.000000	0.007714
RAB2B	98.000000	0.004025
CCBL1	0.000000	0.002119
P2RY2	110.000000	0.002064
GIMAP6	0.000000	0.000321
MTCP1	0.000000	0.000270
AIDA	0.000000	0.002527
SLC38A2	1.000000	0.009750
C9orf142	1.000000	0.001884
NLN	43.000000	0.004918
FAM200A	0.000000	0.001740
ACBD4	0.000000	0.000717
DMKN	0.000000	0.000920
C5orf28	0.000000	0.000856
MYL1	12.000000	0.006103
TRIML1	0.000000	0.000394
NAAA	109.000000	0.004193
PASD1	0.000000	0.000925
FAM134B	0.000000	0.004185
C4orf22	0.000000	0.000628
PIGO	17.000000	0.002482
TMEM183A	1.000000	0.001241
COX4I1	1616.500000	0.015704
C2orf47	0.000000	0.008273
EVI2A	0.000000	0.000600
SPRR4	0.000000	0.000852
TMEM180	0.000000	0.000445
PLA1A	0.000000	0.000352
FAM3A	129.000000	0.001574
PDDC1	108.000000	0.001536
CRIPAK	0.000000	0.000963
ELAVL3	1.000000	0.003001
EXOC6	5.000000	0.005532
PI4K2A	13.000000	0.004472
RETN	1.000000	0.000482
TOR3A	4.000000	0.002744
ADIPOR2	17.000000	0.005407
DCTN3	108.000000	0.004307
EEF1E1	3.000000	0.013661
PIGU	154.500000	0.004098
NDUFB11	628.500000	0.002362
TIMM10	44.500000	0.001800
TIMM9	0.000000	0.001849
AP1S2	22.000000	0.003261
NDUFB5	15.000000	0.004212
MRPL9	32.000000	0.008318
MRPL16	30.000000	0.009878
IMPDH1	86.000000	0.006303
NAA16	0.000000	0.003179
TAF1L	38.500000	0.002156
MAGT1	419.500000	0.015663
MRPL41	220.500000	0.008713
MRPL32	0.000000	0.005817
MRPS28	18.000000	0.012012
MRPS14	0.000000	0.011520
MRPL46	39.000000	0.009274
MRPL22	30.500000	0.011821
MAT1A	1.000000	0.002062
UTP20	158.500000	0.011000
COX15	0.000000	0.019823
SURF1	246.000000	0.005242
FBXL20	0.000000	0.000479
MAN2B1	1.000000	0.003856
RRP7A	6.000000	0.006721
SPR	4.000000	0.006209
SULT1A1	108.000000	0.003833
TMEM177	0.000000	0.001973
OXCT1	20.000000	0.007831
TMEM9	147.500000	0.004773
SRXN1	12.000000	0.001963
ATP6V0A2	27.000000	0.004867
ZNF598	158.000000	0.030622
ZNF830	4.000000	0.006199
RNASEH2A	26.000000	0.003391
RNASEH2C	13.000000	0.001248
RNASEH2B	1.000000	0.003824
PRKCDBP	2.500000	0.004188
NDUFA7	1370.333333	0.006289
OR4S2	0.000000	0.000066
RBM27	4273.166667	0.009899
TYMS	46.000000	0.007722
MPV17	0.000000	0.002521
VMA21	12.000000	0.002809
ZFYVE19	3.000000	0.001778
ACAA1	17.000000	0.004317
LACTB2	0.000000	0.003906
NDRG3	0.000000	0.004293
PALM2	6.000000	0.004050
PCDHA2	53.000000	0.000319
ZC3H4	2.000000	0.013782
UQCRFS1	36.000000	0.010408
FUT8	29.000000	0.005792
SFXN3	613.000000	0.010019
MGST3	204.500000	0.011489
KYNU	0.000000	0.003025
PPT2	0.000000	0.001522
RGPD1	36.000000	0.001961
MSLN	6.000000	0.001509
HRSP12	0.000000	0.002142
NENF	65.000000	0.003411
LRRC45	3.000000	0.000196
TBC1D13	0.000000	0.001165
NDOR1	103.500000	0.001675
MTX1	209.000000	0.005314
DHODH	1.000000	0.002447
ACOT1	78.500000	0.007278
EPHX1	44.500000	0.009164
RNASET2	0.000000	0.001392
PC	7.000000	0.018242
NUDT19	14.000000	0.008026
FAM162A	14.000000	0.005974
NDUFAF3	13.000000	0.003147
C18orf8	1.000000	0.008351
SLK	463.000000	0.011245
FAM3C	6.000000	0.005865
STXBP2	89.833333	0.004975
SKIV2L	5.000000	0.010863
THUMPD2	0.000000	0.000258
HMCN1	0.000000	0.001674
IFT88	7.000000	0.001123
INPP1	17.000000	0.001867
TMEM14B	184.000000	0.003604
THUMPD1	22.000000	0.006672
TOMM7	18.000000	0.000926
PUM1	742.000000	0.013025
WDFY1	100.000000	0.004061
HN1	4.000000	0.004301
THUMPD3	120.000000	0.007384
SLC30A5	392.500000	0.006299
PLP2	450.000000	0.003219
WBSCR16	116.500000	0.005607
PPP1R14C	0.000000	0.000524
PPIP5K2	2.000000	0.004644
WDR43	25.000000	0.012892
KIAA1598	12.000000	0.008002
CHCHD2	595.500000	0.006331
ORAOV1	2.000000	0.001040
ATP5I	3600.666667	0.005306
FPGT	0.000000	0.000050
NT5DC1	0.000000	0.003889
MTX2	60.000000	0.009111
HNRNPA1L2	38.000000	0.009828
BASP1	6.000000	0.020696
ALDH5A1	0.000000	0.005183
GLO1	2.000000	0.009622
PRR3	15.000000	0.006953
MCCC1	27.000000	0.011850
TMEM189	0.000000	0.001454
PIPSL	140.500000	0.009068
GOLIM4	951.500000	0.006856
SNX8	1.000000	0.003901
ZWILCH	3.000000	0.001765
FOLR1	75.500000	0.016763
IDH3G	8.000000	0.003981
GDAP1	0.000000	0.004317
FIGNL1	9.000000	0.003212
MTCH1	6.000000	0.010133
RC3H1	693.000000	0.032653
SIX4	0.000000	0.002152
TNFAIP2	45.000000	0.004785
WDR70	0.000000	0.008874
SHMT1	0.000000	0.006278
PREP	11.000000	0.007950
MRPS36	0.000000	0.004669
DAK	76.500000	0.006065
C19orf70	526.500000	0.003698
IFT46	1.000000	0.001478
ZNF207	0.000000	0.011478
SLC12A4	403.500000	0.008661
MLEC	0.000000	0.009730
RBM12B	45.500000	0.005082
CACNA2D1	208.500000	0.002947
TTC39C	0.000000	0.000746
CNN2	33.000000	0.009496
FAT3	14.500000	0.000205
ZNF644	343.500000	0.005246
ACADVL	152.500000	0.010160
MRPL30	3.000000	0.006258
KAL1	0.000000	0.005981
SFXN2	4.000000	0.004582
NPTX1	32.500000	0.002448
HECW2	162.000000	0.009691
PTDSS2	109.000000	0.002878
TSTA3	12.000000	0.003452
EHBP1L1	4.000000	0.003548
LDHAL6B	1.000000	0.002211
ACOX1	52.000000	0.005831
COX6B1	735.500000	0.004143
DENND5B	3.000000	0.001932
YME1L1	370.500000	0.012108
TMEM14C	1.000000	0.002798
GBE1	4.000000	0.005467
POC1A	159.500000	0.004518
BLVRB	82.000000	0.005957
GMDS	0.000000	0.006630
PARP4	6.000000	0.003591
UQCR10	192.000000	0.003829
SLC30A1	377.000000	0.007049
NSUN5	32.000000	0.006482
RHBDD2	228.000000	0.003616
SIX5	0.000000	0.000510
SNX25	7.000000	0.001908
TRNT1	9.000000	0.004560
TMEM179B	1561.500000	0.000565
DERA	4.000000	0.004352
TCHHL1	0.000000	0.000296
HLCS	0.000000	0.002832
PPIAL4B	0.000000	0.001248
PCSK4	0.000000	0.000240
CHORDC1	6.000000	0.010499
LBX1	0.000000	0.000390
RPL36AL	208.833333	0.016006
ARFGAP2	15.000000	0.011090
ARSB	36.000000	0.001754
BRI3BP	17.000000	0.007161
NCCRP1	55.000000	0.004913
VPS13D	1.000000	0.003934
GPR50	0.000000	0.000874
MTNR1B	2.000000	0.004396
CDS1	18.500000	0.001175
NLRP12	0.000000	0.001237
CDK14	1.000000	0.004692
CREB3L2	1.000000	0.000849
ZNF3	4.000000	0.000917
CHN2	101.000000	0.000640
AURKC	5.000000	0.002682
TATDN2	0.000000	0.001184
CRYZL1	3.000000	0.003273
HIBADH	2.000000	0.004565
CNRIP1	226.000000	0.000854
CABYR	0.000000	0.000638
SDK2	0.000000	0.001837
ZNF280D	0.000000	0.001943
TEX101	197.000000	0.010842
TPTE2	0.000000	0.003119
RTKN2	0.000000	0.000783
GUSBP1	0.000000	0.001131
RPRD1A	12.000000	0.007099
VSIG8	1.000000	0.003357
DMTF1	0.000000	0.000489
AFTPH	10.000000	0.005906
OXR1	0.000000	0.002708
UFSP2	35.000000	0.004744
SEMA4G	0.000000	0.001159
ZFAND2A	0.000000	0.001221
AGAP4	0.000000	0.000469
AMZ2P1	0.000000	0.000020
GUSBP3	0.000000	0.000027
MICAL3	5.000000	0.007950
VAMP5	515.000000	0.003158
CXorf57	1.000000	0.004460
MRPL33	0.000000	0.003588
C2orf42	0.000000	0.000119
CATSPERG	0.000000	0.000981
DYNC2H1	61.000000	0.005831
TM2D3	0.000000	0.001511
COMTD1	781.000000	0.005731
SPATA18	2.000000	0.001891
ZNF280B	0.000000	0.000288
C9orf114	9.000000	0.007099
RLTPR	0.000000	0.002496
GALNTL5	0.000000	0.000580
SLFN5	106.500000	0.001516
NCKAP1L	0.000000	0.000524
SMCHD1	208.000000	0.016519
ZBED4	19.000000	0.002283
FHIT	0.000000	0.000785
ZNF716	0.000000	0.000477
SEMA3F	0.000000	0.001534
OR7G3	0.000000	0.000350
NT5C1B	0.000000	0.000845
NEK8	2.500000	0.004129
FETUB	0.000000	0.000709
ECE2	1.000000	0.001256
DMBX1	0.000000	0.000344
ZNF792	7.000000	0.002106
LOC100272216	0.000000	0.000314
DOCK6	0.000000	0.003758
HYDIN	0.000000	0.002398
ADH7	0.000000	0.000674
TTC36	0.000000	0.000272
ANKRD30A	0.000000	0.000757
SBF2	136.500000	0.002594
