gene	betweenness	eigenvector
ATF5	0.000000	0.000735
COL4A1	112.000000	0.001612
RASSF7	40.500000	0.001324
KIAA1377	4.000000	0.002524
MAP1A	142.000000	0.006938
SPTBN4	8.000000	0.002739
NSFL1C	188.500000	0.010107
PSPC1	93.000000	0.036751
PTPN14	103.500000	0.009958
GAP43	0.000000	0.001801
PLCD1	29.000000	0.002646
ALG2	0.000000	0.003818
PLB1	3.000000	0.000746
PEA15	43.000000	0.004307
RPS6KA3	162.000000	0.013905
SAP30	0.000000	0.008470
F7	14.000000	0.000657
HIST1H2BA	0.000000	0.015748
HIST4H4	0.000000	0.009545
DMXL2	103.000000	0.002990
GTF3A	0.000000	0.000820
CARD6	0.000000	0.000583
CARD8	10.000000	0.000932
EPHA4	177.500000	0.005797
ERAS	1.000000	0.000048
CIT	1762.000000	0.067531
REC8	8.500000	0.001785
PVRL3	32.000000	0.002895
VAV1	634.500000	0.007773
KIN	2.000000	0.007957
ROR2	535.000000	0.012436
IGSF8	116.000000	0.012910
UBTF	4.000000	0.020465
EBF1	0.000000	0.000251
PKIB	0.000000	0.000283
MGA	5408.833333	0.010073
E2F3	17.000000	0.002762
E2F4	276.000000	0.021373
CHRNA7	1.000000	0.001389
SUGT1	113.000000	0.016347
S100A6	1254.000000	0.006770
GHR	2.000000	0.001541
DNAJC6	15.000000	0.003280
SFTPD	0.000000	0.000082
TGFB3	0.000000	0.000312
ARID4B	42.000000	0.007752
SUDS3	4.000000	0.007763
TRAK1	2.000000	0.004499
FABP3	4086.500000	0.001704
CTDSP2	11.000000	0.002247
SUPT5H	8.000000	0.022907
CBY1	284.500000	0.004141
TOP2A	3497.333333	0.032548
DSG2	327.500000	0.017719
DSG3	0.000000	0.001070
COPS5	930.000000	0.050361
TES	188.500000	0.016554
SLN	0.000000	0.000539
TP63	205.000000	0.010951
TRIM24	259.000000	0.017871
TRAPPC2	2.000000	0.005055
CLIC1	129.000000	0.012248
CLIC2	5.000000	0.000729
FERMT2	2832.000000	0.010168
FBLIM1	52.000000	0.001732
LNPEP	2018.000000	0.007509
PRKAR2A	1940.000000	0.013910
AKAP7	0.000000	0.002269
AKAP5	185.500000	0.005066
AKAP6	0.000000	0.001207
AKAP2	1.000000	0.004950
NFKBIB	23.500000	0.003181
NKIRAS1	0.000000	0.000975
DTX3L	23.000000	0.006212
UBE2D2	226.500000	0.013689
DTX1	0.000000	0.001277
PPIA	3450.000000	0.035683
GTF2E2	0.000000	0.012293
HMGA1	262.000000	0.022322
HK2	30.000000	0.010440
H2AFZ	375.000000	0.018949
EFNA2	4.000000	0.001550
MPHOSPH10	1.000000	0.015797
PLK2	0.000000	0.002941
SCYL3	1.000000	0.003993
ERBB2IP	962.500000	0.013195
UBE2A	64.500000	0.013013
RAB8B	10.000000	0.005695
CDON	6.000000	0.001015
HIST2H2AA3	95.000000	0.010181
PARK2	14744.500000	0.130620
RPS6KA1	31.500000	0.011698
PDZD3	0.000000	0.000335
AKAP4	0.000000	0.000921
FSIP1	0.000000	0.001005
DEK	138.000000	0.017474
NUP88	0.000000	0.013509
FICD	0.000000	0.000952
AP2A2	9.000000	0.015981
ZNF217	62.000000	0.004430
ZMYM3	0.000000	0.011621
PIR	0.000000	0.004597
PLA2G4A	0.000000	0.003108
WDR77	79.000000	0.027196
SIN3B	7.000000	0.007230
MEF2D	25.000000	0.005203
GATAD2B	649.500000	0.014585
MORF4L1	37.000000	0.012749
AIP	209.500000	0.008285
MNAT1	21.000000	0.006708
TAF5	1.000000	0.007345
TRRAP	5889.000000	0.027729
CDK2AP1	0.000000	0.006254
MIER1	35.000000	0.002798
MXD1	0.000000	0.001491
MECOM	203.000000	0.015508
KLF11	0.000000	0.001030
KLF16	206.000000	0.017957
KLF13	2.000000	0.001297
FOXH1	51.666667	0.001958
E2F5	0.000000	0.000568
ZRANB2	23.500000	0.019353
SNRNP70	1752.833333	0.048353
MAML1	89.500000	0.002764
EID1	0.000000	0.002207
RBM14	15.500000	0.039482
CITED4	0.000000	0.000474
TFAP2B	0.000000	0.001226
CITED1	0.000000	0.002611
MGMT	214.000000	0.007462
IRF2	91.000000	0.006228
HIST1H2BK	74.000000	0.020178
HIST1H2BD	304.500000	0.018089
CUX1	2.000000	0.013390
PCYT1B	10.000000	0.001364
CCT2	558.000000	0.038155
HOXB7	0.000000	0.000718
FLII	2.000000	0.024709
LRRFIP1	26.000000	0.011096
MSX1	31.000000	0.000499
RPS6KA2	14.000000	0.009743
SREBF2	572.000000	0.008707
TRERF1	0.000000	0.002472
NEUROG1	0.000000	0.000710
BMI1	643.000000	0.029771
PHC1	0.000000	0.003872
PCGF6	0.000000	0.008324
REM1	0.000000	0.000836
YWHAH	449.500000	0.040224
RRAD	0.000000	0.000715
ETF1	0.000000	0.011961
PPP1R2	1.000000	0.004091
PPP1R9B	360.000000	0.012932
THOC7	15.000000	0.007269
TLX1	0.000000	0.006992
PIGK	21.000000	0.007155
PIGT	134.000000	0.009695
ULBP2	0.000000	0.000913
RAP2A	17.000000	0.002185
SRRM1	64.500000	0.026159
VAV2	25.000000	0.007863
CHP2	1.000000	0.000147
SLC9A2	36.000000	0.005774
SLC9A4	2.000000	0.002203
SLC9A5	10.000000	0.003201
ARFGEF2	946.000000	0.005818
ARFGEF1	204.500000	0.007005
CHGB	0.000000	0.003255
MRPL20	230.500000	0.005846
GNG7	0.000000	0.000234
ADAM11	1.000000	0.000557
STC2	0.000000	0.001525
ADH5	20.500000	0.006738
UBE2W	32.000000	0.002564
ARMCX3	162.500000	0.009161
ARIH2	8.000000	0.022907
ARSE	1.000000	0.000304
COQ6	0.000000	0.004190
ASCC2	46.000000	0.007995
IGSF9	0.000000	0.000574
PIK3CD	345.500000	0.000569
ATP5C1	325.500000	0.028766
CA12	0.000000	0.001829
GDPD2	0.000000	0.000169
ATP5J2	37.000000	0.010036
PVRL2	213.000000	0.007590
ATPIF1	614.000000	0.005789
BRD1	20.000000	0.014723
C11orf1	2.000000	0.000772
CBFB	11.000000	0.003603
EIF2B2	0.000000	0.008702
CELSR1	9.000000	0.002754
PSAP	1.000000	0.007143
CIDEA	2.000000	0.000164
CPE	1.000000	0.002025
ROBO2	9.000000	0.002233
CPNE3	50.000000	0.011011
CPNE6	0.000000	0.000944
AK5	0.000000	0.000639
DAP	0.000000	0.001371
DCK	120.000000	0.003438
DDX24	270.000000	0.037740
VDAC3	99.000000	0.022979
DDX49	29.000000	0.007141
ENO2	186.000000	0.008354
NDUFS7	1023.000000	0.012182
DNALI1	0.000000	0.000648
FAU	328.166667	0.015019
COPS6	2483.000000	0.017384
FBXO34	4.500000	0.003176
CCDC17	0.000000	0.000340
HBZ	51.000000	0.002224
NDUFS6	2108.000000	0.006686
RNF130	17.000000	0.015623
AAGAB	0.000000	0.001675
EIF3C	2.000000	0.022997
CCDC109B	69.000000	0.006178
CCDC92	4.000000	0.001770
HEXDC	1.000000	0.000285
RILPL2	0.000000	0.000157
PSD	2.000000	0.000212
ANKRD13B	0.000000	0.000755
HYLS1	0.000000	0.000091
C14orf1	30.000000	0.003384
MOGS	22.000000	0.018378
GNG11	4.000000	0.000294
HBB	34.000000	0.008780
SELT	1.000000	0.002314
TACC2	0.000000	0.006868
HMOX2	1477.000000	0.010388
CDC73	434.500000	0.027359
HSPB3	2.000000	0.000379
MRPL38	3184.000000	0.010407
RAMP3	262.000000	0.002703
POLA2	25.000000	0.009642
C4orf27	0.000000	0.004377
WFS1	82.500000	0.005945
IVNS1ABP	3.000000	0.012917
KARS	10.000000	0.028096
PAFAH1B1	60.000000	0.013990
KCNH2	24.000000	0.003501
TINAGL1	40.000000	0.001142
LMTK3	0.000000	0.004540
C1orf174	0.000000	0.004195
FAM135B	0.000000	0.000747
LRSAM1	75.000000	0.003494
GPR108	1.000000	0.000793
ATP6V0C	274.000000	0.003244
SAAL1	2.000000	0.006393
PMPCB	89.000000	0.015077
PNMA6A	0.000000	0.000712
PNMA1	35.000000	0.003511
STK40	1.000000	0.002607
MPHOSPH6	0.000000	0.005113
MRPS9	41.000000	0.019866
MYCBP	1.000000	0.007241
PTCHD2	0.000000	0.000338
NDUFB8	78.000000	0.003838
NDUFV2	87.500000	0.008170
SP110	34.000000	0.004457
NPM3	103.500000	0.014588
NUCKS1	201.000000	0.013463
NUDT3	1.000000	0.002599
ACIN1	56.000000	0.025613
REXO1	2.000000	0.000742
PIGC	0.000000	0.000172
PISD	9.000000	0.004518
DHX29	2.000000	0.009987
DAGLB	5.000000	0.002492
PMF1	73.000000	0.003260
PTPRCAP	0.000000	0.000781
SLC16A8	5.000000	0.002024
WDR74	158.000000	0.006290
LRFN1	30.000000	0.002266
NIPSNAP1	2.000000	0.018657
RPL15	484.000000	0.032129
RPS10	2237.333333	0.031567
SGSM2	23.000000	0.000882
CELSR3	2.000000	0.001871
ABCB8	0.000000	0.001214
INO80C	0.000000	0.001501
SERPINA5	0.000000	0.000750
SUMO2	233.000000	0.034381
MAF1	3.000000	0.000679
SNCAIP	0.000000	0.001977
SH2D3C	21.000000	0.005508
WDR47	15.000000	0.001533
TAX1BP3	22.000000	0.002815
TSPAN6	0.000000	0.001700
TNFSF10	1.000000	0.000917
TPD52L1	2.000000	0.002048
TRIM46	0.000000	0.002642
MRPL28	261.500000	0.009391
DLGAP4	3.000000	0.003966
UGDH	24.000000	0.009007
USP13	21.000000	0.006515
USP22	14.500000	0.007939
HEXA	4.000000	0.009141
XPNPEP1	1.000000	0.009124
RNF114	6.000000	0.007769
ABCD4	1.000000	0.001344
AGR2	483.000000	0.052840
BRD7	32.000000	0.041307
ARL15	159.000000	0.002257
B4GALT3	15.000000	0.003554
ENSA	24.000000	0.002180
ASAH1	24.000000	0.004608
POLDIP2	208.500000	0.010388
CCT7	1244.000000	0.029778
NDUFA6	76.500000	0.005762
ATRX	1918.333333	0.012853
C10orf88	12.000000	0.004103
CACNB4	0.000000	0.000073
CDK5RAP2	18.000000	0.009212
COL9A2	2.000000	0.000583
COX17	7.000000	0.002498
COX5A	120.000000	0.012115
CRADD	0.000000	0.001260
CRIP1	15.000000	0.002545
C4orf17	0.000000	0.000913
GPR183	2.000000	0.001031
EFNA1	31.000000	0.006372
MYO15A	0.000000	0.001381
ARAP1	4.000000	0.006259
ASS1	51.000000	0.013302
GCSH	0.000000	0.001379
INO80B	464.500000	0.007332
CD81	1027.166667	0.014563
TRIOBP	26.000000	0.008137
PPA1	17.000000	0.017989
CCDC113	1.000000	0.000302
LOR	0.000000	0.002113
RFX1	6.000000	0.007484
PDZK1IP1	8.000000	0.000811
DIS3L2	0.000000	0.003612
MLLT3	2.000000	0.004203
MRPS6	4.000000	0.007870
CRCT1	15.000000	0.001909
NIPSNAP3A	3.000000	0.002984
PAEP	1.000000	0.003087
PLEKHM1	19.000000	0.002261
PDCD5	50.000000	0.007141
PLAUR	16.000000	0.004296
PPOX	41.000000	0.003456
PTPRK	109.000000	0.005624
RFK	0.000000	0.000544
RER1	177.000000	0.008796
SNUPN	32.000000	0.001925
SERPINB9	143.500000	0.002791
SHPRH	111.000000	0.004702
CAMKV	0.000000	0.005300
TDGF1	5.000000	0.000861
TK1	370.000000	0.011337
ZNF20	0.000000	0.000813
ARL3	2.000000	0.005103
SRRT	1746.500000	0.023687
PNO1	3.000000	0.014795
YLPM1	415.000000	0.011198
FAM134A	0.000000	0.003594
MAP7D1	51.000000	0.013689
ROGDI	1.000000	0.002065
HLA-DQA1	131.000000	0.001589
LRRC1	126.000000	0.005797
MAP1LC3B	291.000000	0.025587
PNP	0.000000	0.007310
RPLP0	323.000000	0.038976
PEX2	0.000000	0.000879
RNF10	25.000000	0.019654
TF	100.000000	0.006825
ALDH2	3.000000	0.010422
ATN1	7.000000	0.005601
FUBP1	2198.500000	0.021963
RSRC1	193.500000	0.007400
GFRA1	91.000000	0.002331
GDNF	0.000000	0.000906
NRTN	0.000000	0.000069
COL14A1	777.500000	0.003109
GLS	215.000000	0.011303
CD63	131.000000	0.002822
SH2B1	42.000000	0.001880
PDCL	887.500000	0.005644
SNX1	180.000000	0.011463
FOSL2	27.000000	0.003003
ITGB1BP1	1.000000	0.001800
CDC42EP3	1.000000	0.001290
DR1	11.000000	0.002295
AGPS	25.000000	0.014111
GNPAT	0.000000	0.004665
COPS8	0.000000	0.008388
GPS1	207.000000	0.013932
COPS2	57.000000	0.015483
COPS3	0.000000	0.016982
CD8B	0.000000	0.000837
APBA3	3.000000	0.000930
ERG	14.000000	0.012311
WASF3	10.000000	0.002783
CSNK1A1	81.500000	0.024441
RCC1	0.000000	0.018611
PPP1R14A	20.000000	0.001540
ERF	51.500000	0.003185
COX5B	1482.000000	0.006355
CACNG2	0.000000	0.001521
GRIA4	0.000000	0.002424
GRIA2	9.000000	0.002067
PICK1	1558.500000	0.008463
KDM6A	49.000000	0.005777
FAP	0.000000	0.000862
ARF5	430.000000	0.010305
EPHA3	303.000000	0.004247
MYCN	661.500000	0.067035
SHB	9.000000	0.004813
NAPA	105.500000	0.010851
RERE	18.500000	0.003496
SLC9A3R2	1517.500000	0.006828
FGF19	0.000000	0.000103
FGFR4	21.500000	0.013184
PRAM1	3.000000	0.002467
SERPING1	468.500000	0.001219
C1S	37.833333	0.000247
DMBT1	42.000000	0.001991
COL7A1	1.000000	0.001208
ALPP	0.000000	0.005965
CPB2	0.000000	0.000666
A2M	6923.500000	0.007795
SOS2	12.000000	0.002757
SCN3A	0.000000	0.000578
GJA3	0.000000	0.000493
HIST1H1A	12.000000	0.026523
GP1BA	0.000000	0.002108
PPM1B	77.000000	0.012265
CDK6	46.000000	0.011415
BRD2	385.000000	0.018158
E2F2	0.000000	0.001281
CAV2	685.000000	0.004564
PF4	0.000000	0.000114
TNKS2	104.000000	0.001860
GNG13	1.000000	0.000366
TRAP1	433.000000	0.026845
ITGB5	4.000000	0.007549
NUDC	2893.500000	0.019659
GOSR1	158.000000	0.005689
GOSR2	15.000000	0.006403
BET1	14.500000	0.014559
SEC22A	7.000000	0.001974
TEC	0.000000	0.002326
SEC61B	2239.000000	0.026442
DAZL	0.000000	0.007868
DAZ1	0.000000	0.000155
GRIN2B	0.000000	0.003455
NOG	0.000000	0.001507
SH3BP5	0.000000	0.001868
MSTN	0.000000	0.000450
FSTL3	0.000000	0.000422
TENC1	563.000000	0.005973
FBXL4	1.000000	0.005199
NID1	182.000000	0.001303
NID2	156.000000	0.001967
TRAF1	567.500000	0.005566
MEP1A	0.000000	0.000405
SIL1	116.500000	0.002799
RANBP2	286.500000	0.023758
FOXG1	0.000000	0.004219
MBL2	0.000000	0.001020
HLA-F	399.000000	0.000828
TMPO	1587.000000	0.043270
ITGA8	156.500000	0.001332
ADAM10	526.000000	0.004391
UTRN	314.000000	0.013292
BRD4	1838.000000	0.069550
HERC5	81.500000	0.017239
PRSS1	2.000000	0.007373
PCNT	31.000000	0.010546
ARHGAP1	6.000000	0.014125
CDC42EP2	0.000000	0.000765
PIK3R2	227.500000	0.014183
GRK1	0.000000	0.000638
SKIL	95.000000	0.002620
CDC16	7.000000	0.011520
MEIS1	65.000000	0.000492
TNFRSF12A	0.000000	0.000267
SLA	1.000000	0.000747
PSMC3IP	7.000000	0.002075
ABCD1	17.000000	0.006707
ABCD2	0.000000	0.000404
TJP3	2.000000	0.000513
INADL	4.000000	0.005248
PPEF1	0.000000	0.003990
PPEF2	0.000000	0.001668
DYNC1I1	71.000000	0.006864
DYNLT1	28.000000	0.010093
ATP2B4	1490.500000	0.005588
PGF	0.000000	0.000170
LATS1	8854.666667	0.014249
PTPRA	3.500000	0.006951
KCNF1	1.000000	0.000276
KCNG3	0.000000	0.000701
KCNH1	3.000000	0.001235
KCNV2	0.000000	0.001755
ITGB4	432.000000	0.003261
LGALS1	2856.000000	0.015752
LGALS3	289.500000	0.015999
RNF2	1091.500000	0.039953
DNAJB11	32.000000	0.018811
CDC42SE1	0.000000	0.001246
CDC42SE2	0.000000	0.001753
AKAP8	6.000000	0.018901
GRIN2C	1.000000	0.001283
TEAD2	9.000000	0.003949
PRF1	28.000000	0.000537
CRP	1.000000	0.001708
CBLC	0.000000	0.003048
DOCK2	156.500000	0.002181
RPS6KC1	0.000000	0.001488
SPHK1	4.000000	0.001501
CLINT1	921.500000	0.013603
BCL2L10	0.000000	0.000256
ETHE1	0.000000	0.003538
HNRNPD	287.500000	0.045323
NQO1	1.000000	0.007077
CRIPT	0.000000	0.002584
RAD18	235.500000	0.021901
NAGPA	10.000000	0.000940
ADRBK2	0.000000	0.002028
IGFBP1	0.000000	0.001212
PCBP2	45.000000	0.030334
APEX1	4658.833333	0.039921
TIMP1	6.000000	0.000987
MMP3	4.000000	0.001055
PLK3	2.000000	0.001778
PIGP	2.000000	0.000735
PIGA	0.000000	0.000532
PIGQ	30.000000	0.001156
CSPG4	42.000000	0.004096
CXCL12	48.000000	0.000575
GTF2H1	1.000000	0.007366
MYBL1	0.000000	0.000528
HLA-DRB1	173.000000	0.003205
VAPA	63.000000	0.033316
VAMP1	6.000000	0.001412
ANKS1B	0.000000	0.002542
PKD1	13.000000	0.003362
IL3RA	26.500000	0.000911
ACR	0.000000	0.000285
IFITM1	68.833333	0.013830
BIRC3	1118.500000	0.067626
RPS13	426.500000	0.029497
C1QBP	265.500000	0.039231
COL4A2	136.000000	0.002422
TAF4	39.000000	0.010446
TAF8	0.000000	0.003760
TNFRSF21	3.000000	0.001330
SERPINF2	12.000000	0.000926
MID1	1.000000	0.006082
MID2	424.500000	0.004471
TRIM6	98.000000	0.005284
F13A1	1.000000	0.001322
F13B	0.000000	0.000021
IRS4	0.000000	0.022084
RANGRF	33.500000	0.000502
STIM2	2.000000	0.006706
CLPX	89.000000	0.012044
CLPP	4450.666667	0.013908
DNAJC7	326.000000	0.022374
MME	8.000000	0.008484
GRIA3	11.000000	0.001000
SDCBP	413.000000	0.014220
FGB	32.000000	0.007422
GJA5	3.000000	0.000317
RAC3	548.500000	0.017952
TGM2	30.000000	0.013706
HLA-E	393.500000	0.001726
C1R	122.000000	0.001112
PTTG1	131.000000	0.004591
DMPK	59.000000	0.001154
SUPT3H	0.000000	0.002886
SUB1	7.500000	0.019640
SSBP1	1117.000000	0.028510
SSBP3	1.000000	0.004010
HNRNPA2B1	707.500000	0.048106
OMP	0.000000	0.000100
BEX1	5.000000	0.001402
IGFBP5	2851.000000	0.002161
EIF2B4	369.500000	0.008380
OTX2	101.000000	0.001347
LHX1	0.000000	0.004154
TOB2	0.000000	0.000642
CCNG2	0.000000	0.000612
PPP2R5B	0.000000	0.000562
PPP2R5C	13.000000	0.007588
PBX3	10.000000	0.002308
PBX2	38.000000	0.002246
PPP1R12B	4.000000	0.003747
DLL1	0.000000	0.000689
TLN2	0.000000	0.006203
BICD2	181.500000	0.017400
ACTR1A	18.500000	0.020655
MAP3K4	0.000000	0.005958
CASP12	0.000000	0.001006
AMBP	0.000000	0.002101
ITGB7	65.000000	0.001005
HOXD4	0.000000	0.001441
XPOT	403.000000	0.015043
OLFM3	0.000000	0.000669
MYOC	46.000000	0.002239
PTPRZ1	4.000000	0.003015
MTNR1A	31.000000	0.006435
STK35	0.000000	0.001114
GDI2	10.000000	0.015536
OSBP2	0.000000	0.004445
KRT10	637.500000	0.014632
COL8A2	411.500000	0.001568
MIA	0.000000	0.000476
BFSP1	0.000000	0.002041
PRKCG	2.000000	0.005627
SLPI	1.000000	0.001220
KCNA3	685.000000	0.032969
KCNA1	3.000000	0.000308
KCNAB2	9.500000	0.002481
SND1	152.500000	0.030176
DMC1	17.000000	0.000711
ADAM12	6.000000	0.000893
RAB11FIP5	0.000000	0.011609
PAPPA2	0.000000	0.000009
HMGN1	12.000000	0.011018
LAMA5	23.000000	0.005898
LHX3	38.000000	0.004485
TSPAN4	33.000000	0.001001
ITGA6	19.000000	0.008486
CAT	95.000000	0.011532
POLD3	67.500000	0.005882
EPHA7	42.000000	0.008939
EFNA3	39.500000	0.006874
EFNA5	81.500000	0.001394
ICMT	0.000000	0.004111
SP4	68.000000	0.000614
CAMK1	15.000000	0.004071
SCNN1B	39.000000	0.000759
SCNN1G	2.000000	0.000722
SRA1	114.000000	0.004282
TMEM132A	26.000000	0.003783
ANAPC2	110.000000	0.009247
FGG	117.000000	0.004002
CDC34	5956.000000	0.014877
ELP3	0.000000	0.010464
SP2	16.000000	0.001431
WNT3A	41.000000	0.000832
FZD1	18.500000	0.000997
CUL7	571.000000	0.050641
FBXW8	228.500000	0.004978
SWAP70	64.000000	0.007842
F8	21.000000	0.000548
KLKB1	0.000000	0.000250
GAB3	0.000000	0.000519
RRP1B	73.000000	0.025655
HTR1D	0.000000	0.000021
HTR1B	42.000000	0.001615
BICD1	166.500000	0.008026
CCNG1	4.000000	0.002060
RGS3	0.000000	0.002477
NKX2-1	0.000000	0.011638
ARHGDIB	0.000000	0.001626
ZNF239	0.000000	0.001162
MKI67	871.000000	0.034455
CCL23	12.000000	0.000064
DRP2	4.000000	0.000156
CFP	3.000000	0.000854
FNIP1	5.000000	0.003361
EIF2A	8.500000	0.014891
ATF7	78.500000	0.001585
ADD2	2.000000	0.007871
SLC4A1	1.000000	0.003714
AVIL	0.000000	0.000751
FYB	6.000000	0.000413
NPHP4	0.000000	0.003819
PRKAR2B	82.000000	0.005495
POU4F1	0.000000	0.000547
POU4F2	2.000000	0.001625
DLX2	6.000000	0.001372
DLX5	2.000000	0.000230
MSX2	68.000000	0.010398
HOXC8	57.000000	0.002285
ABCG5	0.000000	0.000002
ABCG8	101.000000	0.000437
TAP2	67.500000	0.004346
IDE	4746.000000	0.008400
REXO4	86.000000	0.015877
LBP	61.000000	0.000659
CFHR1	0.000000	0.000004
KLRD1	7.000000	0.001674
ELP2	0.000000	0.006911
ARHGAP26	30.000000	0.002941
PTGFRN	8.000000	0.003169
TLX2	2.000000	0.005741
CNTNAP2	0.000000	0.000667
MIF	539.000000	0.016889
PACSIN2	116.000000	0.009392
XPC	8.500000	0.011140
ABCB7	9.000000	0.011438
FECH	15.000000	0.010249
NR6A1	0.000000	0.000173
UIMC1	0.000000	0.011481
POU3F1	0.000000	0.000384
PTPN22	23.000000	0.001398
TCF7L2	4.000000	0.008778
TGFBR3	91.000000	0.001446
TIE1	2.000000	0.000875
ANGPT4	4.000000	0.000517
TUBA3C	13.000000	0.007852
GALNT14	0.000000	0.000632
MUC7	1.000000	0.000828
NCAN	0.000000	0.000716
PI3	0.000000	0.000132
IVL	1.000000	0.003405
CYFIP1	26.000000	0.017694
BMP6	0.000000	0.000764
HTR2C	1.000000	0.002446
OPRL1	6.000000	0.002778
RAB6B	10.000000	0.007735
GTF2F2	6.000000	0.011442
FBN1	45.000000	0.001576
MFAP2	1.000000	0.000313
POGZ	255.000000	0.012893
KLK2	0.000000	0.001004
KIF20A	2372.000000	0.045739
RGS5	3.000000	0.000523
GPR143	0.000000	0.000122
SUCLG2	18.000000	0.007901
LMX1A	0.000000	0.000212
SRY	0.000000	0.000668
EXOSC5	2236.000000	0.008380
OCRL	24.000000	0.011242
FBLN2	31.000000	0.000897
TLE4	0.000000	0.004400
SYT2	15.000000	0.003938
SYT7	0.000000	0.001787
SYT8	0.000000	0.000267
SYT3	0.000000	0.000483
RAB27B	18.000000	0.001477
ASAP2	2.000000	0.003790
ESRRA	1.000000	0.003507
ESRRB	67.000000	0.007804
AHRR	0.000000	0.000975
BZRAP1	4.000000	0.000746
TSPO	115.000000	0.002219
COL5A1	199.000000	0.004265
IGF2R	1356.500000	0.017045
PAG1	19.000000	0.001782
NLGN2	51.000000	0.001493
NLGN3	511.000000	0.001987
NRXN2	5.000000	0.000821
NRXN3	23.000000	0.000990
AGRN	35.000000	0.016345
AP4E1	3.000000	0.001564
F8A1	0.000000	0.000260
RASSF2	2.000000	0.003559
CSN3	0.000000	0.000961
HINFP	0.000000	0.002015
LDHA	100.000000	0.030475
KCNJ11	0.000000	0.000712
FBXO32	5.000000	0.010340
PODXL	18.500000	0.007500
ESRRG	90.000000	0.002374
APOH	0.000000	0.002092
NKX3-1	2.000000	0.002689
ITGA9	59.000000	0.001181
APOBEC2	0.000000	0.000046
NMB	103.000000	0.000853
NMBR	0.000000	0.000005
PEX11B	0.000000	0.002765
SLC25A17	4.000000	0.003564
CREB5	454.500000	0.002724
NMT1	55.000000	0.014526
SENP3	0.000000	0.021199
MAPK15	0.000000	0.004666
CLIC3	35.000000	0.001625
DYNC1LI1	14.000000	0.016043
FBXO2	199.000000	0.007273
PLAG1	0.000000	0.000243
FCN1	101.000000	0.000930
TRIM3	0.000000	0.006478
ADRA2B	0.000000	0.000212
ADRA2C	0.000000	0.000932
HLA-DMB	4.000000	0.001401
HLA-DOB	0.000000	0.000027
BIRC7	0.000000	0.001358
SCGB1A1	0.000000	0.000326
STRADB	0.000000	0.002570
PAK1IP1	1.000000	0.015544
MYF5	0.000000	0.000348
ID2	13.500000	0.003911
ID3	4.000000	0.001317
HNRNPA1	1464.000000	0.050125
C6orf25	0.000000	0.000135
MAPK13	0.000000	0.002676
FGF12	0.000000	0.002437
FGF13	0.000000	0.005726
HOXA10	1.000000	0.002922
SYTL1	0.000000	0.000533
PIGH	9.000000	0.002787
ITGA7	473.500000	0.002327
CHRNA1	5.000000	0.000853
IGFBP4	56.000000	0.001998
EIF4G2	102.500000	0.015003
CD47	55.000000	0.003108
STAG1	255.000000	0.007156
ANAPC1	1304.333333	0.008696
ANAPC4	8.000000	0.006993
ANAPC7	11.000000	0.014913
ITGAD	0.000000	0.002141
CCT6A	368.500000	0.036254
CCT4	56.000000	0.036171
IGBP1	510.000000	0.008247
CTTNBP2	0.000000	0.002977
CTTNBP2NL	4.000000	0.004882
CCT8	140.000000	0.039647
SLMAP	235.500000	0.004330
FGFR1OP2	19.000000	0.002637
PPP2R2D	93.000000	0.006374
CCT6B	17.000000	0.009723
FGFR1OP	43.000000	0.006115
BIRC8	0.000000	0.000667
CNN1	10.000000	0.000638
MYO1A	0.000000	0.003196
MATN2	285.000000	0.004152
FBN2	8.000000	0.003706
NEB	51.000000	0.006987
DES	757.000000	0.006390
PDP1	13.000000	0.005530
PDP2	9.000000	0.000910
DCX	5.000000	0.003755
IGFBP2	0.000000	0.000637
RIT1	1325.000000	0.040625
RIN1	15.000000	0.004285
RLF	5.000000	0.004087
FURIN	17.000000	0.012297
LAMB3	565.500000	0.004529
LAMC2	0.000000	0.001930
SNCB	0.000000	0.000855
COL4A3	3.000000	0.000938
NPNT	0.000000	0.000839
COL9A1	38.000000	0.001048
GDE1	0.000000	0.002228
TESK1	12.000000	0.001483
TESK2	0.000000	0.003392
RFX4	0.000000	0.000027
RFX2	21.000000	0.001157
RFX3	113.000000	0.003474
RHOH	50.000000	0.020006
PAK3	6.000000	0.001437
PTK6	101.000000	0.007741
PDK3	0.000000	0.011609
TPX2	1084.500000	0.014440
CA4	0.000000	0.000420
CHST15	14.500000	0.000924
EPHA8	0.000000	0.006722
UBE2G1	1.000000	0.003071
UBE2J1	176.500000	0.008571
TWSG1	5.000000	0.000947
CHRD	8.000000	0.001264
BMP1	21.000000	0.001596
RAB4B	4.000000	0.002314
ACVRL1	71.000000	0.001632
SHANK3	490.000000	0.012740
DLGAP2	0.000000	0.000372
DLGAP3	1.000000	0.002171
LZTS1	189.000000	0.004195
ITGB6	0.000000	0.000413
NRL	37.000000	0.000410
FIZ1	0.000000	0.000950
ADAM15	2.000000	0.003187
NISCH	126.000000	0.009603
SGOL1	372.000000	0.003477
SERPINA1	128.000000	0.005053
MAP4K5	45.000000	0.006844
PIK3CB	3.000000	0.003462
UPK3A	0.000000	0.000068
UPK1B	0.000000	0.000587
SYTL2	0.000000	0.000882
MLPH	0.000000	0.001135
IL12B	0.000000	0.000077
SYN3	0.000000	0.000422
TAF7	3.000000	0.008107
MAPK12	145.500000	0.004291
PTPRN	12.000000	0.003891
