gene	betweenness	eigenvector
IGFBP7	9.000000	0.002032
MAP7	172.000000	0.013162
MRFAP1	9.000000	0.002435
DBN1	470.000000	0.021719
PHOX2A	0.000000	0.000590
CETN2	292.500000	0.008157
TTC1	210.500000	0.007669
LSM11	66.000000	0.002390
SPDYA	0.000000	0.001062
RIN3	5826.000000	0.020502
KCNA5	0.000000	0.001660
IL2RB	8.000000	0.000704
PRTN3	1.000000	0.002743
SHANK1	43.000000	0.001251
DLGAP1	0.000000	0.001387
CXCL5	11.000000	0.000494
CXCL6	0.000000	0.000537
MDFIC	0.000000	0.000726
PTMA	392.000000	0.013039
AP2A1	346.333333	0.022309
CHTF18	8.000000	0.007293
RFC4	2.000000	0.021326
RAD21	150.500000	0.022264
HCN1	19.500000	0.001114
HCN2	91.500000	0.000894
HCN3	0.000000	0.000344
HCN4	0.000000	0.000012
GPSM2	0.000000	0.001726
ZNF653	4.000000	0.001059
MTA1	157.500000	0.019795
MTA2	183.000000	0.030902
EPM2A	2.000000	0.002229
TCEA1	22.000000	0.007391
ARL2	107.000000	0.008337
PPP2R2C	19.000000	0.004503
CLDN1	75.000000	0.000462
CLDN3	2.000000	0.002020
CLDN5	0.000000	0.000289
NR1I2	18.000000	0.001925
DICER1	127.500000	0.012791
PIWIL4	0.000000	0.001106
PIWIL3	0.000000	0.000221
PIWIL2	0.000000	0.000796
LILRB1	0.000000	0.000194
TFB1M	2.000000	0.009303
TFAM	990.500000	0.020364
POLRMT	133.000000	0.015269
ZCCHC17	0.000000	0.006814
ADAP1	6.000000	0.001029
PRKD1	14.000000	0.009528
MTMR7	12.000000	0.002756
MTMR6	54.500000	0.005114
DGKZ	11.000000	0.004139
CHD1	6.000000	0.013769
CLK1	1150.000000	0.009293
NPAT	59.500000	0.002658
ADRBK1	75.000000	0.004294
CIB1	277.000000	0.001407
RGL4	0.000000	0.000198
NPHP1	1.000000	0.002796
NPHP3	1.000000	0.000987
NDUFA13	724.500000	0.007925
GSPT1	27.000000	0.023346
USP20	364.500000	0.007489
NGB	0.000000	0.011169
ACTN2	223.500000	0.005396
TRPC4	0.000000	0.000085
TRPC1	112.000000	0.001281
LILRB2	0.000000	0.000178
HLA-C	355.000000	0.014639
VAMP7	14.000000	0.007024
AP3D1	99.500000	0.013467
LY6G6F	0.000000	0.000300
NPHS1	0.000000	0.000255
FABP5	5.500000	0.010247
NUFIP2	637.166667	0.022930
TRIM69	2.000000	0.003639
LMTK2	55.000000	0.005354
NES	1568.500000	0.006395
SNTG1	0.000000	0.001077
STXBP3	8.000000	0.006471
TAF6	5.000000	0.016119
SYNJ1	1.000000	0.005238
CNPY2	99.500000	0.004650
SPNS1	30.000000	0.004468
KCNA2	314.500000	0.001315
HSF2	13.000000	0.003230
DISC1	377.000000	0.015297
ATF5	0.000000	0.000785
COL4A1	114.000000	0.001526
RASSF7	11.000000	0.001336
KIAA1377	90.000000	0.002159
MAP1A	238.000000	0.006003
SPTBN4	24.000000	0.002831
NSFL1C	62.500000	0.011232
PSPC1	93.000000	0.034361
PTPN14	777.000000	0.009535
GAP43	0.000000	0.001540
PLCD1	26.000000	0.002832
ALG2	0.000000	0.003382
PLB1	11.000000	0.000844
PEA15	159.000000	0.004189
RPS6KA3	6.000000	0.015129
SAP30	2.000000	0.008846
F7	1.000000	0.000630
HIST1H2BA	0.000000	0.016788
HIST4H4	28.000000	0.008674
DMXL2	32.000000	0.002901
GTF3A	0.000000	0.000783
CARD6	0.000000	0.000500
CARD8	1.000000	0.001015
EPHA4	247.000000	0.005339
ERAS	0.000000	0.000052
CIT	1659.000000	0.068769
REC8	78.500000	0.001699
PVRL3	29.000000	0.002952
VAV1	2490.000000	0.006960
KIN	4.000000	0.006976
ROR2	444.500000	0.010681
IGSF8	638.000000	0.010538
UBTF	6.000000	0.019766
EBF1	0.000000	0.000245
PKIB	0.000000	0.000194
MGA	4087.000000	0.011486
E2F3	28.000000	0.003135
E2F4	463.000000	0.021292
CHRNA7	3.000000	0.001211
SUGT1	263.500000	0.014481
S100A6	405.500000	0.007985
GHR	12.000000	0.001297
DNAJC6	31.500000	0.003511
SFTPD	0.000000	0.000095
TGFB3	3.000000	0.000184
ARID4B	42.000000	0.008228
SUDS3	22.000000	0.008033
TRAK1	45.000000	0.003936
FABP3	690.500000	0.002006
CTDSP2	1.000000	0.002115
SUPT5H	202.000000	0.022147
CBY1	180.000000	0.004331
TOP2A	4716.000000	0.035130
DSG2	667.000000	0.017836
DSG3	0.000000	0.000967
COPS5	2458.833333	0.047349
TES	86.500000	0.017310
SLN	0.000000	0.000546
TP63	216.500000	0.010513
TRIM24	654.500000	0.019039
TRAPPC2	6.000000	0.004811
CLIC1	321.500000	0.012689
CLIC2	0.000000	0.000845
FERMT2	3571.500000	0.010080
FBLIM1	16.000000	0.001337
LNPEP	1104.000000	0.007771
PRKAR2A	1180.000000	0.014911
AKAP7	14.000000	0.002077
AKAP5	76.000000	0.005056
AKAP6	0.000000	0.001001
AKAP2	5.000000	0.004413
NFKBIB	119.000000	0.002731
NKIRAS1	0.000000	0.000897
DTX3L	10.000000	0.006181
UBE2D2	488.500000	0.012986
DTX1	0.000000	0.001256
PPIA	7271.666667	0.036964
GTF2E2	60.500000	0.010745
HMGA1	198.000000	0.022137
HK2	38.000000	0.009899
H2AFZ	50.500000	0.020317
EFNA2	0.000000	0.001725
MPHOSPH10	4.000000	0.015500
PLK2	0.000000	0.002580
SCYL3	9.000000	0.003774
ERBB2IP	1016.500000	0.013822
UBE2A	219.000000	0.011411
RAB8B	56.500000	0.005461
CDON	0.000000	0.001340
HIST2H2AA3	1434.500000	0.009183
PARK2	41501.000000	0.114407
RPS6KA1	523.500000	0.010129
PDZD3	1.000000	0.000267
AKAP4	0.000000	0.000750
FSIP1	0.000000	0.000907
DEK	62.000000	0.019685
NUP88	36.500000	0.012320
FICD	0.000000	0.001148
AP2A2	2.000000	0.016452
ZNF217	1.000000	0.005014
ZMYM3	31.000000	0.010356
PIR	4.000000	0.004663
PLA2G4A	13.000000	0.003042
WDR77	140.500000	0.025636
SIN3B	178.000000	0.007031
MEF2D	8.000000	0.004482
GATAD2B	201.500000	0.015965
MORF4L1	172.500000	0.012301
AIP	48.000000	0.009017
MNAT1	52.000000	0.006694
TAF5	0.000000	0.007998
TRRAP	5911.000000	0.030653
CDK2AP1	28.000000	0.005671
MIER1	1.000000	0.003200
MXD1	5.000000	0.001413
MECOM	152.500000	0.015842
KLF11	0.000000	0.000918
KLF16	136.000000	0.020428
KLF13	0.000000	0.001383
FOXH1	96.000000	0.002177
E2F5	0.000000	0.000667
ZRANB2	17.000000	0.019147
SNRNP70	622.500000	0.056580
MAML1	96.000000	0.003626
EID1	3.000000	0.001876
RBM14	189.500000	0.035589
CITED4	0.000000	0.000728
TFAP2B	43.000000	0.001265
CITED1	3.000000	0.002830
MGMT	121.500000	0.007376
IRF2	0.000000	0.007302
HIST1H2BK	744.500000	0.017150
HIST1H2BD	1108.000000	0.016305
CUX1	145.000000	0.012136
PCYT1B	0.000000	0.001412
CCT2	1066.500000	0.035472
HOXB7	67.000000	0.000587
FLII	309.500000	0.021411
LRRFIP1	57.000000	0.011481
MSX1	3.000000	0.000492
RPS6KA2	103.500000	0.008771
SREBF2	477.000000	0.009035
TRERF1	2.000000	0.002120
NEUROG1	0.000000	0.000834
BMI1	721.000000	0.032178
PHC1	14.000000	0.003640
PCGF6	43.000000	0.008169
REM1	0.000000	0.000718
YWHAH	1950.000000	0.035849
RRAD	0.000000	0.000638
ETF1	0.000000	0.012343
PPP1R2	1.000000	0.004249
PPP1R9B	250.000000	0.012286
THOC7	64.500000	0.008143
TLX1	0.000000	0.007124
PIGK	19.500000	0.007896
PIGT	135.000000	0.009194
ULBP2	5.000000	0.000962
RAP2A	16.000000	0.002218
SRRM1	89.500000	0.027582
VAV2	6.500000	0.008254
CHP2	0.000000	0.000141
SLC9A2	20.000000	0.005193
SLC9A4	29.000000	0.001969
SLC9A5	2.000000	0.003492
ARFGEF2	107.500000	0.007318
ARFGEF1	293.000000	0.007698
CHGB	0.000000	0.003099
MRPL20	313.000000	0.006194
GNG7	0.000000	0.000238
ADAM11	0.000000	0.000513
STC2	32.000000	0.001481
ADH5	142.000000	0.005935
UBE2W	82.000000	0.002447
ARMCX3	30.000000	0.008775
ARIH2	1.500000	0.023697
ARSE	1.000000	0.000295
COQ6	2.000000	0.004033
ASCC2	69.000000	0.008446
IGSF9	0.000000	0.000364
PIK3CD	97.000000	0.000538
ATP5C1	838.000000	0.029644
CA12	0.000000	0.001801
GDPD2	0.000000	0.000168
ATP5J2	41.500000	0.010212
PVRL2	1080.000000	0.006438
ATPIF1	143.500000	0.006204
BRD1	425.000000	0.013957
C11orf1	8.000000	0.000656
CBFB	15.000000	0.003909
EIF2B2	15.000000	0.008531
CELSR1	22.000000	0.002976
PSAP	6.000000	0.006603
CIDEA	0.000000	0.000155
CPE	38.000000	0.002073
ROBO2	0.000000	0.002348
CPNE3	94.500000	0.011448
CPNE6	0.000000	0.001054
AK5	0.000000	0.000494
DAP	0.000000	0.001217
DCK	57.000000	0.003987
DDX24	294.500000	0.035226
VDAC3	291.500000	0.019754
DDX49	17.000000	0.007713
ENO2	4105.000000	0.006961
NDUFS7	987.000000	0.012989
DNALI1	0.000000	0.000597
FAU	360.333333	0.016151
COPS6	1671.333333	0.018215
FBXO34	12.000000	0.003036
CCDC17	0.000000	0.000313
HBZ	0.000000	0.002179
NDUFS6	671.500000	0.007405
RNF130	211.000000	0.013209
AAGAB	20.000000	0.001691
EIF3C	0.000000	0.025397
CCDC109B	6.000000	0.006186
CCDC92	376.000000	0.001723
HEXDC	1.000000	0.000305
RILPL2	0.000000	0.000124
PSD	0.000000	0.000296
ANKRD13B	0.000000	0.000882
HYLS1	0.000000	0.000088
C14orf1	620.000000	0.003250
MOGS	3183.500000	0.016577
GNG11	0.000000	0.000264
HBB	102.000000	0.008248
SELT	58.000000	0.001663
TACC2	5.000000	0.007435
HMOX2	51.000000	0.011025
CDC73	754.500000	0.029823
HSPB3	0.000000	0.000419
MRPL38	1093.500000	0.011277
RAMP3	125.000000	0.002873
POLA2	1.000000	0.011074
C4orf27	0.000000	0.004615
WFS1	254.000000	0.006190
IVNS1ABP	1.000000	0.013001
KARS	353.000000	0.025006
PAFAH1B1	775.000000	0.011781
KCNH2	91.000000	0.002513
TINAGL1	25.000000	0.001287
LMTK3	20.000000	0.003962
C1orf174	3.000000	0.003960
FAM135B	0.000000	0.000573
LRSAM1	26.000000	0.003787
GPR108	0.000000	0.000851
ATP6V0C	463.500000	0.003275
SAAL1	20.000000	0.006401
PMPCB	124.500000	0.014149
PNMA6A	0.000000	0.000674
PNMA1	250.500000	0.003278
STK40	18.000000	0.002383
MPHOSPH6	0.000000	0.005159
MRPS9	57.500000	0.021805
MYCBP	39.500000	0.006475
PTCHD2	1.000000	0.000337
NDUFB8	145.000000	0.003598
NDUFV2	93.500000	0.007946
SP110	251.000000	0.004076
NPM3	449.000000	0.014921
NUCKS1	158.000000	0.013946
NUDT3	5.000000	0.002407
ACIN1	299.500000	0.023831
REXO1	0.000000	0.000775
PIGC	0.000000	0.000122
PISD	5.000000	0.005005
DHX29	6.000000	0.011540
DAGLB	60.500000	0.002229
PMF1	15.000000	0.003446
PTPRCAP	1.000000	0.000620
SLC16A8	7.000000	0.002074
WDR74	109.833333	0.006692
LRFN1	5.000000	0.002393
NIPSNAP1	51.500000	0.015735
RPL15	1096.166667	0.031446
RPS10	3463.666667	0.034615
SGSM2	25.000000	0.000794
CELSR3	0.000000	0.002027
ABCB8	2.000000	0.001148
INO80C	15.000000	0.001418
SERPINA5	183.000000	0.000607
SUMO2	1863.833333	0.030089
MAF1	41.000000	0.000697
SNCAIP	0.000000	0.002198
SH2D3C	26.000000	0.005098
WDR47	25.000000	0.001560
TAX1BP3	11.000000	0.003275
TSPAN6	306.500000	0.001255
TNFSF10	5.000000	0.000738
TPD52L1	54.500000	0.001691
TRIM46	0.000000	0.002628
MRPL28	97.000000	0.011447
DLGAP4	9.000000	0.003643
UGDH	118.500000	0.008658
USP13	111.000000	0.006268
USP22	141.500000	0.008248
HEXA	0.000000	0.008536
XPNPEP1	33.000000	0.008209
RNF114	13.000000	0.006843
ABCD4	0.000000	0.001467
AGR2	1597.000000	0.045810
BRD7	38.000000	0.037847
ARL15	17.000000	0.002206
B4GALT3	141.000000	0.002970
ENSA	4.000000	0.002398
ASAH1	131.000000	0.004523
POLDIP2	394.500000	0.011001
CCT7	1005.000000	0.030515
NDUFA6	35.000000	0.006567
ATRX	665.500000	0.014573
C10orf88	61.000000	0.003710
CACNB4	0.000000	0.000081
CDK5RAP2	184.500000	0.008405
COL9A2	41.000000	0.000301
COX17	0.000000	0.002527
COX5A	925.500000	0.011599
CRADD	0.000000	0.000996
CRIP1	35.000000	0.002820
C4orf17	0.000000	0.000870
GPR183	1.000000	0.000968
EFNA1	132.000000	0.005645
MYO15A	0.000000	0.001304
ARAP1	79.500000	0.005555
ASS1	381.500000	0.012289
GCSH	0.000000	0.001376
INO80B	36.500000	0.009306
CD81	509.000000	0.016230
TRIOBP	33.000000	0.007370
PPA1	27.000000	0.017829
CCDC113	0.000000	0.000283
LOR	0.000000	0.001970
RFX1	30.000000	0.007301
PDZK1IP1	46.000000	0.000803
DIS3L2	0.000000	0.003283
MLLT3	0.000000	0.004317
MRPS6	7.000000	0.008709
CRCT1	12.000000	0.001587
NIPSNAP3A	18.000000	0.002875
PAEP	199.500000	0.002376
PLEKHM1	59.000000	0.002022
PDCD5	117.000000	0.007977
PLAUR	2.000000	0.004261
PPOX	76.000000	0.002973
PTPRK	27.000000	0.005649
RFK	0.000000	0.000449
RER1	331.000000	0.008439
SNUPN	0.000000	0.001995
SERPINB9	134.000000	0.002477
SHPRH	164.000000	0.004908
CAMKV	0.000000	0.005105
TDGF1	0.000000	0.000876
TK1	277.000000	0.012283
ZNF20	0.000000	0.000718
ARL3	0.000000	0.005311
SRRT	1085.000000	0.023648
PNO1	17.500000	0.014138
YLPM1	541.000000	0.012950
FAM134A	18.000000	0.003163
MAP7D1	82.000000	0.014269
ROGDI	0.000000	0.002404
HLA-DQA1	488.500000	0.001342
LRRC1	214.000000	0.005204
MAP1LC3B	330.000000	0.025926
PNP	0.000000	0.006959
RPLP0	1847.500000	0.038619
PEX2	26.000000	0.000632
RNF10	787.833333	0.017145
TF	50.500000	0.006669
ALDH2	1.000000	0.010178
ATN1	111.000000	0.005075
FUBP1	184.000000	0.027749
RSRC1	22.500000	0.009731
GFRA1	104.000000	0.002150
GDNF	0.000000	0.000913
NRTN	0.000000	0.000078
COL14A1	8181.000000	0.003099
GLS	231.500000	0.012389
CD63	88.500000	0.003237
SH2B1	75.500000	0.001676
PDCL	155.500000	0.005437
SNX1	931.500000	0.011026
FOSL2	26.000000	0.003383
ITGB1BP1	0.000000	0.001768
CDC42EP3	0.000000	0.001044
DR1	31.000000	0.002801
AGPS	137.000000	0.012350
GNPAT	18.500000	0.004629
COPS8	292.500000	0.007279
GPS1	238.000000	0.014126
COPS2	123.500000	0.015514
COPS3	580.500000	0.015714
CD8B	885.500000	0.000834
APBA3	2.000000	0.000882
ERG	4.000000	0.012747
WASF3	3.000000	0.003093
CSNK1A1	302.500000	0.023988
RCC1	16.000000	0.017322
PPP1R14A	10.000000	0.001558
ERF	35.000000	0.002813
COX5B	350.000000	0.007040
CACNG2	0.000000	0.001498
GRIA4	0.000000	0.002156
GRIA2	0.000000	0.002200
PICK1	1309.000000	0.008974
KDM6A	14.000000	0.006196
FAP	0.000000	0.000837
ARF5	1619.500000	0.010209
EPHA3	426.000000	0.004217
MYCN	281.000000	0.072344
SHB	67.000000	0.004758
NAPA	464.500000	0.010822
RERE	3.000000	0.004218
SLC9A3R2	936.000000	0.007214
FGF19	0.000000	0.000066
FGFR4	544.500000	0.011471
PRAM1	0.000000	0.002724
SERPING1	165.000000	0.001279
C1S	3.000000	0.000351
DMBT1	30.000000	0.001954
COL7A1	0.000000	0.001382
ALPP	6.000000	0.006049
CPB2	49.000000	0.000446
A2M	1354.500000	0.006897
SOS2	0.000000	0.002924
SCN3A	0.000000	0.000563
GJA3	0.000000	0.000439
HIST1H1A	8.000000	0.025524
GP1BA	0.000000	0.001905
PPM1B	198.000000	0.011846
CDK6	11.000000	0.011587
BRD2	276.000000	0.019387
E2F2	16.000000	0.001195
CAV2	250.500000	0.004260
PF4	0.000000	0.000092
TNKS2	322.000000	0.001927
GNG13	2.000000	0.000345
TRAP1	261.500000	0.027779
ITGB5	92.000000	0.006255
NUDC	2717.000000	0.022220
GOSR1	4.500000	0.006304
GOSR2	63.000000	0.006055
BET1	1068.500000	0.011958
SEC22A	84.000000	0.001733
TEC	18.000000	0.002008
SEC61B	9433.166667	0.026188
DAZL	4.000000	0.008413
DAZ1	0.000000	0.000143
GRIN2B	0.000000	0.003322
NOG	1.000000	0.001655
SH3BP5	55.000000	0.001758
MSTN	0.000000	0.000416
FSTL3	0.000000	0.000643
TENC1	1435.500000	0.005275
FBXL4	1.000000	0.004600
NID1	162.000000	0.001422
NID2	189.000000	0.001942
TRAF1	758.500000	0.005108
MEP1A	0.000000	0.000371
SIL1	366.500000	0.002732
RANBP2	239.000000	0.027332
FOXG1	0.000000	0.004283
MBL2	0.000000	0.001066
HLA-F	551.500000	0.000774
TMPO	197.000000	0.047714
ITGA8	44.000000	0.001328
ADAM10	172.000000	0.004562
UTRN	235.000000	0.013371
BRD4	3151.166667	0.071688
HERC5	504.500000	0.015740
PRSS1	191.500000	0.006828
PCNT	258.500000	0.009400
ARHGAP1	491.000000	0.012168
CDC42EP2	0.000000	0.001017
PIK3R2	221.000000	0.013134
GRK1	0.000000	0.000616
SKIL	9.000000	0.003523
CDC16	31.000000	0.011239
MEIS1	13.000000	0.000501
TNFRSF12A	0.000000	0.000305
SLA	1.000000	0.000606
PSMC3IP	0.000000	0.002166
ABCD1	36.000000	0.006373
ABCD2	1.000000	0.000212
TJP3	12.000000	0.000592
INADL	3.000000	0.005238
PPEF1	0.000000	0.003848
PPEF2	0.000000	0.001524
DYNC1I1	43.000000	0.006861
DYNLT1	267.000000	0.009298
ATP2B4	380.500000	0.005455
PGF	0.000000	0.000133
LATS1	5948.500000	0.016255
PTPRA	32.000000	0.006601
KCNF1	1.000000	0.000229
KCNG3	0.000000	0.000744
KCNH1	12.000000	0.000854
KCNV2	0.000000	0.001653
ITGB4	244.000000	0.003286
LGALS1	1644.500000	0.015927
LGALS3	114.500000	0.016116
RNF2	271.500000	0.044339
DNAJB11	492.500000	0.015990
CDC42SE1	0.000000	0.001259
CDC42SE2	0.000000	0.001857
AKAP8	12.000000	0.018263
GRIN2C	2.000000	0.001194
TEAD2	32.000000	0.004004
PRF1	19.000000	0.000490
CRP	3.000000	0.001619
CBLC	0.000000	0.002777
DOCK2	307.000000	0.001880
RPS6KC1	0.000000	0.001451
SPHK1	1.000000	0.001780
CLINT1	48.000000	0.016109
BCL2L10	0.000000	0.000231
ETHE1	5.000000	0.003312
HNRNPD	591.000000	0.042165
NQO1	36.000000	0.006372
CRIPT	0.000000	0.002492
RAD18	391.500000	0.022331
NAGPA	15.000000	0.001081
ADRBK2	0.000000	0.001946
IGFBP1	4.000000	0.001170
PCBP2	307.500000	0.025660
APEX1	3328.666667	0.038659
TIMP1	0.000000	0.001129
MMP3	9.000000	0.000615
PLK3	0.000000	0.002032
PIGP	3.000000	0.000698
PIGA	3.000000	0.000609
PIGQ	7.000000	0.001353
CSPG4	19.500000	0.003899
CXCL12	3.000000	0.000641
GTF2H1	0.000000	0.007490
MYBL1	0.000000	0.000559
HLA-DRB1	120.500000	0.003072
VAPA	922.000000	0.028610
VAMP1	10.000000	0.001177
ANKS1B	2.000000	0.002421
PKD1	31.000000	0.002837
IL3RA	11.000000	0.000781
ACR	0.000000	0.000212
IFITM1	16.000000	0.014972
BIRC3	705.500000	0.067718
RPS13	835.666667	0.029709
C1QBP	615.500000	0.036915
COL4A2	88.000000	0.002195
TAF4	13.500000	0.012032
TAF8	1.000000	0.003791
TNFRSF21	4.000000	0.001339
SERPINF2	47.000000	0.000648
MID1	12.500000	0.006110
MID2	439.500000	0.004822
TRIM6	121.000000	0.004908
F13A1	47.000000	0.001076
F13B	0.000000	0.000028
IRS4	6.000000	0.022356
RANGRF	1.000000	0.000430
STIM2	35.000000	0.005731
CLPX	20.000000	0.013155
CLPP	2194.833333	0.015145
DNAJC7	3226.500000	0.021589
MME	36.000000	0.007587
GRIA3	3.000000	0.001042
SDCBP	234.000000	0.014112
FGB	4.000000	0.007649
GJA5	0.000000	0.000306
RAC3	3763.666667	0.017911
TGM2	90.500000	0.012517
HLA-E	166.000000	0.001722
C1R	51.000000	0.001134
PTTG1	104.500000	0.004523
DMPK	76.000000	0.001378
SUPT3H	0.000000	0.003082
SUB1	162.000000	0.017431
SSBP1	1769.000000	0.029188
SSBP3	50.500000	0.003206
HNRNPA2B1	638.500000	0.046251
OMP	0.000000	0.000117
BEX1	54.000000	0.001333
IGFBP5	403.333333	0.002334
EIF2B4	367.500000	0.008359
OTX2	101.000000	0.001259
LHX1	16.000000	0.003628
TOB2	0.000000	0.000641
CCNG2	3.000000	0.000552
PPP2R5B	24.000000	0.000516
PPP2R5C	10.000000	0.008165
PBX3	189.500000	0.002132
PBX2	52.000000	0.002115
PPP1R12B	10.000000	0.003991
DLL1	1.000000	0.000662
TLN2	16.000000	0.005133
BICD2	776.000000	0.016095
ACTR1A	15.000000	0.021580
MAP3K4	2.000000	0.005589
CASP12	0.000000	0.001075
AMBP	0.000000	0.002054
ITGB7	2.000000	0.001025
HOXD4	30.000000	0.001222
XPOT	62.000000	0.017441
OLFM3	0.000000	0.000566
MYOC	15.000000	0.002469
PTPRZ1	1.000000	0.003010
MTNR1A	12.000000	0.006853
STK35	0.000000	0.001141
GDI2	28.000000	0.014391
OSBP2	0.000000	0.004159
KRT10	286.500000	0.015482
COL8A2	216.500000	0.001590
MIA	0.000000	0.000411
BFSP1	1.000000	0.001607
PRKCG	0.000000	0.005752
SLPI	67.000000	0.001170
KCNA3	1318.500000	0.032760
KCNA1	9.000000	0.000296
KCNAB2	84.000000	0.002099
SND1	2041.500000	0.027286
DMC1	8.000000	0.000684
ADAM12	9.000000	0.000824
RAB11FIP5	109.000000	0.008741
PAPPA2	0.000000	0.000009
HMGN1	107.000000	0.010060
LAMA5	100.500000	0.005218
LHX3	8.000000	0.004603
TSPAN4	38.000000	0.000914
ITGA6	117.000000	0.008169
CAT	44.000000	0.012488
POLD3	32.000000	0.006342
EPHA7	2561.000000	0.007312
EFNA3	231.500000	0.005725
EFNA5	18.500000	0.001400
ICMT	10.000000	0.003957
SP4	0.000000	0.000852
CAMK1	57.500000	0.004140
SCNN1B	24.000000	0.000706
SCNN1G	6.000000	0.000574
SRA1	18.000000	0.004470
TMEM132A	81.000000	0.003925
ANAPC2	93.500000	0.009947
FGG	66.000000	0.003587
CDC34	228.000000	0.016992
ELP3	123.000000	0.009577
SP2	0.000000	0.001598
WNT3A	91.000000	0.000720
FZD1	4.000000	0.001007
CUL7	847.750000	0.046089
FBXW8	122.000000	0.005151
SWAP70	52.000000	0.008076
F8	16.000000	0.000426
KLKB1	0.000000	0.000264
GAB3	0.000000	0.000419
RRP1B	124.500000	0.027184
HTR1D	0.000000	0.000018
HTR1B	0.000000	0.001691
BICD1	407.000000	0.008458
CCNG1	5.000000	0.001998
RGS3	0.000000	0.002197
NKX2-1	1.000000	0.011623
ARHGDIB	10.000000	0.001301
ZNF239	6.000000	0.000956
MKI67	1375.000000	0.036385
CCL23	13.000000	0.000063
DRP2	0.000000	0.000139
CFP	9.000000	0.000809
FNIP1	93.000000	0.002838
EIF2A	19.000000	0.014057
ATF7	15.000000	0.002008
ADD2	15.000000	0.007030
SLC4A1	420.500000	0.003009
AVIL	4.000000	0.000669
FYB	2.000000	0.000380
NPHP4	3.000000	0.003532
PRKAR2B	695.500000	0.004885
POU4F1	0.000000	0.000599
POU4F2	11.000000	0.001409
DLX2	0.000000	0.001260
DLX5	2.000000	0.000194
MSX2	523.000000	0.009148
HOXC8	99.500000	0.002324
ABCG5	0.000000	0.000003
ABCG8	101.000000	0.000484
TAP2	722.500000	0.004013
IDE	2207.500000	0.008959
REXO4	9.000000	0.017783
LBP	68.000000	0.000690
CFHR1	0.000000	0.000005
KLRD1	13.000000	0.001707
ELP2	4.000000	0.006315
ARHGAP26	76.000000	0.002950
PTGFRN	12.000000	0.003205
TLX2	1.000000	0.005824
CNTNAP2	2.000000	0.000605
MIF	50.000000	0.019631
PACSIN2	121.500000	0.009458
XPC	28.000000	0.010838
ABCB7	59.000000	0.011692
FECH	36.000000	0.009750
NR6A1	0.000000	0.000196
UIMC1	1.000000	0.011292
POU3F1	0.000000	0.000381
PTPN22	27.000000	0.001310
TCF7L2	359.000000	0.009139
TGFBR3	38.500000	0.001132
TIE1	10.000000	0.000582
ANGPT4	1.000000	0.000436
TUBA3C	57.000000	0.007436
GALNT14	2.000000	0.000524
MUC7	0.000000	0.000869
NCAN	0.000000	0.000688
PI3	0.000000	0.000105
IVL	15.000000	0.003038
CYFIP1	12.500000	0.019471
BMP6	0.000000	0.000821
HTR2C	0.000000	0.002614
OPRL1	148.500000	0.002071
RAB6B	149.000000	0.006609
GTF2F2	10.000000	0.011927
FBN1	0.000000	0.001481
MFAP2	0.000000	0.000270
POGZ	113.500000	0.013715
KLK2	309.500000	0.000750
KIF20A	4158.500000	0.045713
RGS5	14.000000	0.000534
GPR143	0.000000	0.000104
SUCLG2	42.000000	0.007507
LMX1A	0.000000	0.000204
SRY	0.000000	0.000794
EXOSC5	1667.166667	0.009729
OCRL	37.000000	0.011949
FBLN2	52.000000	0.001009
TLE4	17.500000	0.003939
SYT2	0.000000	0.003959
SYT7	3.000000	0.001737
SYT8	0.000000	0.000267
SYT3	0.000000	0.000388
RAB27B	83.000000	0.001455
ASAP2	0.000000	0.003808
ESRRA	17.000000	0.004075
ESRRB	46.500000	0.006717
AHRR	0.000000	0.001086
BZRAP1	173.500000	0.000560
TSPO	37.000000	0.002221
COL5A1	143.500000	0.003720
IGF2R	4654.500000	0.017219
PAG1	0.000000	0.001770
NLGN2	72.000000	0.001500
NLGN3	455.000000	0.001849
NRXN2	11.000000	0.000614
NRXN3	80.000000	0.001104
AGRN	342.500000	0.014689
AP4E1	11.333333	0.001258
F8A1	0.000000	0.000277
RASSF2	21.000000	0.003529
CSN3	0.000000	0.000810
HINFP	0.000000	0.001949
LDHA	173.500000	0.027854
KCNJ11	1.000000	0.000636
FBXO32	3.000000	0.010048
PODXL	163.000000	0.007007
ESRRG	78.000000	0.002457
APOH	0.000000	0.002179
NKX3-1	195.500000	0.002572
ITGA9	30.000000	0.000993
APOBEC2	0.000000	0.000058
NMB	101.000000	0.001028
NMBR	0.000000	0.000006
PEX11B	0.000000	0.002587
SLC25A17	25.000000	0.003285
CREB5	1882.000000	0.002464
NMT1	69.000000	0.013040
SENP3	1.000000	0.021505
MAPK15	0.000000	0.004466
CLIC3	2.000000	0.001824
DYNC1LI1	1228.500000	0.015017
FBXO2	131.000000	0.007051
PLAG1	0.000000	0.000270
FCN1	104.000000	0.000710
TRIM3	0.000000	0.006535
ADRA2B	0.000000	0.000202
ADRA2C	0.000000	0.001048
HLA-DMB	2.000000	0.001321
HLA-DOB	0.000000	0.000026
BIRC7	0.000000	0.001630
SCGB1A1	0.000000	0.000356
STRADB	3.000000	0.001849
PAK1IP1	20.000000	0.014963
MYF5	0.000000	0.000343
ID2	4.000000	0.004112
ID3	11.000000	0.001213
HNRNPA1	2503.166667	0.050277
C6orf25	0.000000	0.000139
MAPK13	36.000000	0.002406
FGF12	20.000000	0.001988
