gene	log2FC	pvalue	FDR
LRFN4	0.029606819586030397	0.7689883751012426	0.8149552082496639
C16orf78	0.002748602100710532	0.7387195602584329	0.7881802651569457
C16orf79	0.7272523787457552	1.7389229505590333e-05	4.604925591295218e-05
GAB1	-0.8187001930799997	1.613768885884028e-15	2.8846118835177e-14
C2orf81	0.18735738337966712	0.056031925273618804	0.0816950582068271
C2orf80	-0.1620264365152919	0.02254130278501552	0.03551447936612767
C2orf83	-0.0035519771393265342	0.8412181174554542	0.8804904932170232
C2orf82	0.7324462233549573	4.177998863693997e-11	2.8468019843652887e-10
C2orf85	0.23252798887859083	0.006638038159607449	0.011540905250138178
C2orf84	-0.8649666126042628	6.97402308118318e-07	2.2974744724552533e-06
HABP2	0.8555075996292847	4.898187664620146e-06	1.4176698678852662e-05
C2orf86	-0.0769367392647542	0.31106447280479993	0.37779294436204264
C2orf89	0.10944195242508403	0.5109756507390851	0.5774444600428801
C2orf88	-2.6975017686129066	2.607681433007542e-25	4.723380302320995e-23
FLJ46361	-0.029510403151065817	0.4738897111329806	0.542643913243413
NDRG3	0.1317726675934523	0.30200709702279177	0.36796111327844183
NDRG4	-2.2600435742971925	2.663069351900395e-10	1.570387287924769e-09
TBC1D9	-0.2327670528266932	0.014871240876326287	0.02431848417753748
ZSCAN2	0.6194930027803505	1.8291406468939687e-18	6.807911147412209e-17
PRAP1	0.16635411646586273	0.1367969390934187	0.18302463794992913
CHD1L	0.4594727371022529	9.864402480519902e-09	4.388306433004105e-08
HOXA6	-0.40773722582638294	0.002265210228530267	0.004242340989775451
HOXA5	-0.35211493666976423	0.017377350640674312	0.028016176644837326
SNORD38A	0.0	1.0	1.0
DNAJB13	-0.6124767299969107	0.004674025778252785	0.008331525694284282
DNAJB12	0.10955520543712893	0.0022560698632252472	0.004226679412779174
DNAJB11	0.35048286221810443	4.109419762521764e-08	1.6571540636627342e-07
HOXA4	-0.21539853259190256	0.07104048601402674	0.10156116837680118
HLA-DQB1	-0.2386101714550577	0.17969844483965913	0.23268946723667525
MSMB	-0.5617650370713658	0.3357896515485125	0.40124925047050397
UPF0639	0.11363805993203524	0.5653712214239457	0.6283315711663199
DNAJB14	-0.3696827618164882	4.038710636412244e-06	1.1818176412635506e-05
RNF138	0.03186250386159273	0.6108019960297633	0.6703217300667946
HOXA3	0.07417129286376856	0.402601823424636	0.47021232844493016
ENOSF1	0.3584956363917229	0.0008010325741523843	0.00162357739945694
HOXA2	-0.4884512820512823	0.004650277653555451	0.008298722091763652
CISD2	0.13422113067654884	0.015887585178978664	0.025809607731710035
CISD3	0.3427719725054068	2.982594773203314e-05	7.585967703059587e-05
CISD1	-0.13049259345072706	0.020289596027881895	0.03228984179689859
CLNS1A	0.27278368087735316	3.4230595948527264e-08	1.398564348754114e-07
HOXA1	-0.3675486793327183	5.131321232202127e-05	0.00012628441836859763
FLJ44635	-0.6896295257954934	0.00039840903409563226	0.0008483364777725963
R3HDML	0.04348706363917209	0.06990859220359961	0.10008781189154534
TSHZ2	-1.2467778884769807	1.3268141873637746e-08	5.788766193604779e-08
TSHZ3	-1.1173289774482562	2.9350270819642474e-18	1.0424141936858641e-16
EIF4E1B	-0.03477362527031201	0.672973896893464	0.728837101289304
MRC2	-0.6505542940994697	7.060750890805367e-08	2.7415591525999546e-07
FOXS1	1.0429974590670366	3.7750495814666314e-11	2.5917396621212475e-10
PABPC1P2	0.06093303212851431	0.4991456846240885	0.5663724473266437
ZNF581	0.6484709993821429	3.671361955842466e-14	4.770768644280177e-13
IGLL1	0.0451714241581711	0.4503806434037395	0.5185651904345632
MCOLN1	0.23850993203583748	3.768016041722038e-09	1.7913735057495676e-08
ZNF582	0.20379069354340285	0.0013767876313387788	0.0026800874041536535
TIPARP	-0.9011960071053533	6.600395421630583e-10	3.6078134042298944e-09
ZNF584	-0.0826084105653413	0.067979835711055	0.09755775181668369
ZNF587	0.3138689604572207	1.374794303406955e-05	3.704751919024743e-05
HAPLN4	-1.221704394501081	5.276512418748763e-08	2.0974812350754042e-07
ZNF589	0.17228286994129505	0.04282115645921313	0.06400857189796715
U2AF2	0.269983063021316	1.4643530621374445e-16	3.3489659701451678e-15
THSD1	-0.5368211461229508	1.9359559254731235e-05	5.0833459768161164e-05
SGK494	0.7773914426938582	1.0786048135639699e-08	4.778751371305839e-08
TMEM115	0.20628429873339016	0.00016656895874239558	0.0003772184712674214
ZFP161	-0.1711867315415514	2.0149892722794864e-05	5.2755729730507004e-05
RELA	0.11342532437440589	0.0006083163544724108	0.0012578352626343532
?|26823	0.2361464627741732	3.2840241050078e-06	9.740931761251302e-06
LPAR6	-0.39494423849242466	0.0002234750130626241	0.0004959621078138858
LSM12	0.05620147513129403	0.17244990691749335	0.2243727509133626
PSD	-0.40678941921532186	0.020890283912433853	0.03316809431122441
UXS1	-0.14833150293480557	0.0005890040185609776	0.0012230599705132694
CAMKK2	1.5033978375038561	2.0473988950130046e-22	1.9691266540709143e-20
CAMKK1	-0.05874538152611031	0.6689429329636052	0.7250495457712637
P2RX2	-1.48859090206982	3.8899796994288144e-07	1.3438111688935906e-06
HOXA9	0.6472093141797988	1.5163076829032996e-06	4.761983270333667e-06
LOC84856	-1.9002663345690445	4.233251924750291e-07	1.4499521562617761e-06
OR8U1	0.002494578313253012	0.1590398354388028	0.20910294356991393
LPAR5	-0.9386050200803213	1.2143573830644834e-08	5.335534617797478e-08
ZP3	1.211696331479768	2.433011025717614e-12	2.1153571061999222e-11
LOC441046	-0.1658390330552999	0.07170453841529784	0.10240274947404164
ZP2	-0.4906801513747295	0.00043590187424016424	0.0009214902877343133
TMEM123	0.19191078158789665	0.007907681849738278	0.013553175578450654
MTRF1L	-0.15611499073215995	0.0001120552544333432	0.0002612779457587586
MYO1H	0.9213173617547106	2.676620724576587e-09	1.302145817199527e-08
MYO1G	1.0455551590979368	1.6611329046507835e-06	5.178770053856775e-06
MYO1F	0.10443423694779597	0.4633663142873995	0.5318826683222917
MYO1E	-0.04910558387395625	0.6830510790312186	0.7376924502545249
MYO1D	0.33994846308309157	0.00017036755542468275	0.0003853391451312075
MYO1C	-0.23343722582639437	0.0001612179210482844	0.00036601553498073004
MYO1B	-0.004315500463386357	0.9590220279408731	0.9799408988023137
MYO1A	-0.4216780506641955	0.0006044417044886297	0.001251416484698459
GRN	0.06218917979610872	0.2741789254364894	0.3376134785456341
LCN6	-0.997210951498301	2.8155458873187756e-05	7.204933530346234e-05
LOC100128640	0.26558008186592197	6.885458336718467e-05	0.000166291469341014
RPL36AL	0.16834833178870134	0.00833691815899249	0.014241684247178548
RAET1G	-0.9275713469261664	4.069379175052653e-08	1.6428682345643476e-07
KIAA0391	-0.08842852177943605	0.010703794352178402	0.017963069335928793
CHMP7	-0.28913011275873046	2.904834216383192e-12	2.489726992401619e-11
CHMP6	0.05995242508495302	0.17706997985010942	0.22966899880785166
BCR	0.09418513283903707	0.15175903516107572	0.2006956916683586
OR52N4	-0.5650821516836572	1.7892963624620104e-06	5.549678329690961e-06
OR52N5	-0.051426042632066724	0.20562224763829737	0.2620429863195375
OR52N2	-0.09092599629286376	0.11788792639054693	0.1602509048170687
CTPS2	0.2004228375038668	0.00015080620646186114	0.00034446444973255713
NDC80	-0.6538755174544306	1.706619229001022e-05	4.5271022164469384e-05
OR52N1	0.02745424776027186	0.2633603382638609	0.32619437280997526
SULT6B1	0.03774718103181957	0.018706661414030643	0.02999911409881733
LY6G6C	-0.3909024714241578	0.01745763994075107	0.028141446288353994
HOXA13	-0.75621817269076	1.6288352881165566e-08	7.021368622009944e-08
LY6G6E	0.01426046493666975	0.6224072410958276	0.6812692009496882
HOXA11	0.19117954124189396	0.08603137446028314	0.12078400434496282
HOXA10	0.4135454742045148	0.0021321675302765617	0.004010452876262664
KRTAP19-2	0.0	1.0	1.0
KRTAP19-3	0.005309236947791165	0.05220154807190673	0.07657260419023922
PPIAL4C	0.45435955359901126	6.226807865615156e-08	2.439543903514979e-07
KRTAP19-1	0.024638152610441763	0.0001753011603795298	0.0003957567534284856
KRTAP19-6	0.0009325301204819277	0.31779712550489403	0.3830766592709937
KRTAP19-7	0.001117269076305221	0.31779712550489886	0.3830766592709937
KRTAP19-4	0.0	1.0	1.0
FAM188A	0.12686779425394867	0.010582200145491029	0.017772732372306674
FAM160B1	-0.2587486870559026	1.2464001390151452e-05	3.378866727567124e-05
KRTAP19-8	-0.003911878282360216	0.7995569938339913	0.8423950575275531
FAM160B2	-0.37551812635155635	1.1956466861449648e-07	4.4869779644418083e-07
RAD54B	-0.17104037689217666	0.14477271859343765	0.19248714285215077
GALNTL5	0.01182991967871486	0.007366923227685484	0.0126883869474621
GALNTL4	0.4767059314179871	1.8749469682458267e-06	5.792189781380228e-06
TSSK4	-0.20468741890639253	0.12126326576431481	0.1643458252059575
GALNTL6	1.1466214704973785	5.676803554945202e-05	0.00013886000683129522
GALNTL1	-0.3382359823911081	0.0030737599065018403	0.00564665697495977
LSM11	-0.7487704278653107	8.343914435849516e-11	5.37213637966899e-10
ZNF323	-0.22741003243744018	0.0002199250075098315	0.0004890454836049323
GALNTL2	-0.7848305607043544	2.6482498627859368e-05	6.804061349588076e-05
SNORD114-3	0.0	1.0	1.0
SF3B1	0.02614019925856681	0.5916009832017136	0.6526105852046512
TUSC2	0.07162625115848265	0.13252953555592586	0.17781458080305182
SRI	-0.0450784754402207	0.48718179476097456	0.5551737176745593
