GeneName,Betweenness_Normal,eigenvector_norm,Betweenness_Tumor,eigenvector_tumor,logFC_betweenness,logFC_eigenvector,dice_score,DiCERank,EnsembleScore,DeltaBetweenness,DeltaEigenvector,Regulation
KSR1,3e-06,0.003951,4e-06,0.003951,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
PAG1,3e-06,0.001482,4e-06,0.001482,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
MOB2,3e-06,0.005001,4e-06,0.005001,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
LIMD1,3e-06,0.0087,4e-06,0.0087,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
ATP13A3,3e-06,0.004414,4e-06,0.004414,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
YLPM1,3e-06,0.014073,4e-06,0.014073,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
HLA-G,3e-06,0.0023,4e-06,0.0023,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
FERMT2,3e-06,0.010984,4e-06,0.010984,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
PEX1,3e-06,0.003886,4e-06,0.003886,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
PSME4,3e-06,0.006634,4e-06,0.006634,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
SLC12A6,3e-06,0.004641,4e-06,0.004641,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
EFNA5,3e-06,0.001383,4e-06,0.001383,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
CEP57,3e-06,0.005774,4e-06,0.005774,0.4149173097473132,0.0,0.4149173097473132,346.0,0.3252368469335422,0.4149173097473132,0.0,Increased_Centrality
PSMC3,2.2e-05,0.025302,2.9e-05,0.025302,0.3985335481804561,0.0,0.3985335481804561,374.0,0.3242441340580717,0.3985335481804561,0.0,Increased_Centrality
CHMP4B,3.9e-05,0.040333,5.1e-05,0.040333,0.3870144192636878,0.0,0.3870144192636878,375.0,0.3235461754395201,0.3870144192636878,0.0,Increased_Centrality
DHX9,2.6e-05,0.04952,3.4e-05,0.04952,0.387010067488593,0.0,0.387010067488593,376.0,0.3235459117599524,0.387010067488593,0.0,Increased_Centrality
SUZ12,5.6e-05,0.033457,7.3e-05,0.033457,0.3824636374513917,0.0,0.3824636374513917,377.0,0.3232704378025868,0.3824636374513917,0.0,Increased_Centrality
H2AFZ,1e-05,0.018787,1.3e-05,0.018787,0.3784783332361323,0.0,0.3784783332361323,378.5,0.323028963169853,0.3784783332361323,0.0,Increased_Centrality
AIP,1e-05,0.008397,1.3e-05,0.008397,0.3784783332361323,0.0,0.3784783332361323,378.5,0.323028963169853,0.3784783332361323,0.0,Increased_Centrality
AR,4.2e-05,0.041209,5.4e-05,0.041209,0.3625624462391615,0.0,0.3625624462391615,380.0,0.3220645994074805,0.3625624462391615,0.0,Increased_Centrality
EPB41L5,1.4e-05,0.015905,1.8e-05,0.015905,0.3625471809172946,0.0,0.3625471809172946,382.0,0.3220636744622838,0.3625471809172946,0.0,Increased_Centrality
GBF1,1.4e-05,0.023319,1.8e-05,0.023319,0.3625471809172946,0.0,0.3625471809172946,382.0,0.3220636744622838,0.3625471809172946,0.0,Increased_Centrality
RCOR1,1.4e-05,0.020842,1.8e-05,0.020842,0.3625471809172946,0.0,0.3625471809172946,382.0,0.3220636744622838,0.3625471809172946,0.0,Increased_Centrality
PSMD12,7e-06,0.02246,9e-06,0.02246,0.3625242853572514,0.0,0.3625242853572514,386.5,0.3220622871912866,0.3625242853572514,0.0,Increased_Centrality
IFITM1,7e-06,0.012994,9e-06,0.012994,0.3625242853572514,0.0,0.3625242853572514,386.5,0.3220622871912866,0.3625242853572514,0.0,Increased_Centrality
FBXO38,7e-06,0.004442,9e-06,0.004442,0.3625242853572514,0.0,0.3625242853572514,386.5,0.3220622871912866,0.3625242853572514,0.0,Increased_Centrality
DNAJC1,7e-06,0.014582,9e-06,0.014582,0.3625242853572514,0.0,0.3625242853572514,386.5,0.3220622871912866,0.3625242853572514,0.0,Increased_Centrality
CHCHD2,7e-06,0.007734,9e-06,0.007734,0.3625242853572514,0.0,0.3625242853572514,386.5,0.3220622871912866,0.3625242853572514,0.0,Increased_Centrality
SENP2,7e-06,0.008985,9e-06,0.008985,0.3625242853572514,0.0,0.3625242853572514,386.5,0.3220622871912866,0.3625242853572514,0.0,Increased_Centrality
PSME3,3.2e-05,0.022182,4.1e-05,0.022182,0.3575421083572951,0.0,0.3575421083572951,390.0,0.3217604107732524,0.3575421083572951,0.0,Increased_Centrality
PMPCA,2.5e-05,0.01351,3.2e-05,0.01351,0.3561311870933664,0.0,0.3561311870933664,391.0,0.3216749212658971,0.3561311870933664,0.0,Increased_Centrality
YWHAB,8.6e-05,0.040277,0.00011,0.040277,0.3550912987462093,0.0,0.3550912987462093,392.0,0.3216119131131562,0.3550912987462093,0.0,Increased_Centrality
DDX21,1.8e-05,0.044387,2.3e-05,0.044387,0.353619531624282,0.0,0.353619531624282,393.0,0.3215227368781586,0.353619531624282,0.0,Increased_Centrality
CLPP,6.5e-05,0.016928,8.3e-05,0.016928,0.3526668049441336,0.0,0.3526668049441336,394.0,0.3214650099612764,0.3526668049441336,0.0,Increased_Centrality
RPL18A,1.1e-05,0.033093,1.4e-05,0.033093,0.3478952012524776,0.0,0.3478952012524776,395.5,0.3211758924468386,0.3478952012524776,0.0,Increased_Centrality
RNF113A,1.1e-05,0.040446,1.4e-05,0.040446,0.3478952012524776,0.0,0.3478952012524776,395.5,0.3211758924468386,0.3478952012524776,0.0,Increased_Centrality
CLTA,1.9e-05,0.019463,2.4e-05,0.019463,0.3370191689988173,0.0,0.3370191689988173,397.0,0.3205168998700617,0.3370191689988173,0.0,Increased_Centrality
HERC2,3.9e-05,0.020374,4.9e-05,0.020374,0.3293000760021792,0.0,0.3293000760021792,398.0,0.320049190243463,0.3293000760021792,0.0,Increased_Centrality
HSF1,4.7e-05,0.032137,5.9e-05,0.032137,0.328047954622679,0.0,0.328047954622679,399.0,0.3199733226223426,0.328047954622679,0.0,Increased_Centrality
RPA1,0.000265,0.11947,0.000332,0.11947,0.3251897832348516,0.0,0.3251897832348516,400.0,0.3198001423959691,0.3251897832348516,0.0,Increased_Centrality
GATAD2B,4e-05,0.015601,5e-05,0.015601,0.3219208815744575,0.0,0.3219208815744575,401.0,0.3196020755018875,0.3219208815744575,0.0,Increased_Centrality
DYNC1H1,1.6e-05,0.031391,2e-05,0.031391,0.3219100622136892,0.0,0.3219100622136892,402.5,0.3196014199431078,0.3219100622136892,0.0,Increased_Centrality
SP1,1.6e-05,0.018949,2e-05,0.018949,0.3219100622136892,0.0,0.3219100622136892,402.5,0.3196014199431078,0.3219100622136892,0.0,Increased_Centrality
NUP210,8e-06,0.013388,1e-05,0.013388,0.3218920315684619,0.0,0.3218920315684619,404.5,0.3196003274434644,0.3218920315684619,0.0,Increased_Centrality
LMO4,8e-06,0.002803,1e-05,0.002803,0.3218920315684619,0.0,0.3218920315684619,404.5,0.3196003274434644,0.3218920315684619,0.0,Increased_Centrality
CAMK1D,4e-06,0.00196,5e-06,0.00196,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
SLC18A2,4e-06,0.001925,5e-06,0.001925,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
UBE2L6,4e-06,0.00773,5e-06,0.00773,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
STIL,4e-06,0.007059,5e-06,0.007059,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
ANTXR1,4e-06,0.005425,5e-06,0.005425,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
HSPB2,4e-06,0.004221,5e-06,0.004221,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
USP28,4e-06,0.006437,5e-06,0.006437,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
CLIC4,4e-06,0.009562,5e-06,0.009562,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
PAK7,4e-06,0.005423,5e-06,0.005423,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
USO1,4e-06,0.014673,5e-06,0.014673,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
ZC3H14,4e-06,0.014472,5e-06,0.014472,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
PKN1,4e-06,0.007035,5e-06,0.007035,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
ARCN1,4e-06,0.018995,5e-06,0.018995,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
KPNA6,4e-06,0.014139,5e-06,0.014139,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
POLR2H,4e-06,0.012465,5e-06,0.012465,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
PRAMEF5,4e-06,0.000604,5e-06,0.000604,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
TMOD3,4e-06,0.01768,5e-06,0.01768,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
MTNR1A,4e-06,0.005838,5e-06,0.005838,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
ROCK2,4e-06,0.010672,5e-06,0.010672,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
DNAJC9,4e-06,0.020799,5e-06,0.020799,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
SNAP29,4e-06,0.008478,5e-06,0.008478,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
PSMB7,4e-06,0.01452,5e-06,0.01452,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
RAB11B,4e-06,0.008827,5e-06,0.008827,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
SLC27A4,4e-06,0.0124,5e-06,0.0124,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
BCKDK,4e-06,0.008416,5e-06,0.008416,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
ARPC4,4e-06,0.013278,5e-06,0.013278,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
AVPR2,4e-06,0.001603,5e-06,0.001603,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
PTAR1,4e-06,0.002952,5e-06,0.002952,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
CRKL,4e-06,0.014745,5e-06,0.014745,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
VPS33A,4e-06,0.009705,5e-06,0.009705,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
GRAP2,4e-06,0.002874,5e-06,0.002874,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
POLD1,4e-06,0.021727,5e-06,0.021727,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
NEK7,4e-06,0.00898,5e-06,0.00898,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
ADCY3,4e-06,0.001648,5e-06,0.001648,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
TK1,4e-06,0.011695,5e-06,0.011695,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
NOC2L,4e-06,0.021296,5e-06,0.021296,0.3218559763619714,0.0,0.3218559763619714,423.5,0.3195981428128125,0.3218559763619714,0.0,Increased_Centrality
STAU1,0.000141,0.078975,0.000176,0.078975,0.3198782315026908,0.0,0.3198782315026908,442.0,0.3194783087455142,0.3198782315026908,0.0,Increased_Centrality
BRD3,4.2e-05,0.0212,5.2e-05,0.0212,0.3081156897579611,0.0,0.3081156897579611,443.0,0.3187656014352543,0.3081156897579611,0.0,Increased_Centrality
PIH1D1,2.6e-05,0.039089,3.2e-05,0.039089,0.2995498781707609,0.0,0.2995498781707609,444.0,0.318246588056259,0.2995498781707609,0.0,Increased_Centrality
SNX6,1.3e-05,0.011,1.6e-05,0.011,0.2995394752078197,0.0,0.2995394752078197,445.5,0.3182459577275513,0.2995394752078197,0.0,Increased_Centrality
YIPF6,1.3e-05,0.001462,1.6e-05,0.001462,0.2995394752078197,0.0,0.2995394752078197,445.5,0.3182459577275513,0.2995394752078197,0.0,Increased_Centrality
VAPB,3.1e-05,0.019632,3.8e-05,0.019632,0.2937226304170411,0.0,0.2937226304170411,447.0,0.3178935077303479,0.2937226304170411,0.0,Increased_Centrality
REL,4.9e-05,0.008589,6e-05,0.008589,0.2921753537547821,0.0,0.2921753537547821,448.0,0.317799756276613,0.2921753537547821,0.0,Increased_Centrality
NOTCH2,0.000112,0.012499,0.000137,0.012499,0.290674810337009,0.0,0.290674810337009,449.0,0.3177088364493836,0.290674810337009,0.0,Increased_Centrality
CEP76,1.8e-05,0.005619,2.2e-05,0.005619,0.2894920452537607,0.0,0.2894920452537607,451.0,0.317637171214144,0.2894920452537607,0.0,Increased_Centrality
BAG1,1.8e-05,0.025197,2.2e-05,0.025197,0.2894920452537607,0.0,0.2894920452537607,451.0,0.317637171214144,0.2894920452537607,0.0,Increased_Centrality
WWP2,1.8e-05,0.042801,2.2e-05,0.042801,0.2894920452537607,0.0,0.2894920452537607,451.0,0.317637171214144,0.2894920452537607,0.0,Increased_Centrality
DES,9e-06,0.007086,1.1e-05,0.007086,0.2894774747843003,0.0,0.2894774747843003,455.5,0.3176362883709351,0.2894774747843003,0.0,Increased_Centrality
IPO7,9e-06,0.02322,1.1e-05,0.02322,0.2894774747843003,0.0,0.2894774747843003,455.5,0.3176362883709351,0.2894774747843003,0.0,Increased_Centrality
MARK2,9e-06,0.01638,1.1e-05,0.01638,0.2894774747843003,0.0,0.2894774747843003,455.5,0.3176362883709351,0.2894774747843003,0.0,Increased_Centrality
ATP2B4,9e-06,0.005754,1.1e-05,0.005754,0.2894774747843003,0.0,0.2894774747843003,455.5,0.3176362883709351,0.2894774747843003,0.0,Increased_Centrality
FBXW8,9e-06,0.004949,1.1e-05,0.004949,0.2894774747843003,0.0,0.2894774747843003,455.5,0.3176362883709351,0.2894774747843003,0.0,Increased_Centrality
SMAD1,9e-06,0.005666,1.1e-05,0.005666,0.2894774747843003,0.0,0.2894774747843003,455.5,0.3176362883709351,0.2894774747843003,0.0,Increased_Centrality
ARIH1,3.2e-05,0.012572,3.9e-05,0.012572,0.2853941270529319,0.0,0.2853941270529319,459.0,0.3173888731573158,0.2853941270529319,0.0,Increased_Centrality
CREB1,1.4e-05,0.011344,1.7e-05,0.011344,0.2800897351453822,0.0,0.2800897351453822,460.0,0.3170674733297073,0.2800897351453822,0.0,Increased_Centrality
UBL4A,3.3e-05,0.021217,4e-05,0.021217,0.2775263250849354,0.0,0.2775263250849354,461.0,0.3169121530656927,0.2775263250849354,0.0,Increased_Centrality
TNFRSF1A,1.9e-05,0.007191,2.3e-05,0.007191,0.2756212378013848,0.0,0.2756212378013848,462.0,0.3167967214129822,0.2756212378013848,0.0,Increased_Centrality
EMD,6.7e-05,0.037292,8.1e-05,0.037292,0.2737570907656824,0.0,0.2737570907656824,463.0,0.31668377038177,0.2737570907656824,0.0,Increased_Centrality
ITCH,2.5e-05,0.018727,3e-05,0.018727,0.2630247882195002,0.0,0.2630247882195002,464.0,0.316033486570109,0.2630247882195002,0.0,Increased_Centrality
MAGT1,1.5e-05,0.016658,1.8e-05,0.016658,0.2630183768684427,0.0,0.2630183768684427,465.5,0.3160330980982237,0.2630183768684427,0.0,Increased_Centrality
BAG4,1.5e-05,0.00823,1.8e-05,0.00823,0.2630183768684427,0.0,0.2630183768684427,465.5,0.3160330980982237,0.2630183768684427,0.0,Increased_Centrality
ARL13B,1e-05,0.006971,1.2e-05,0.006971,0.2630103631203604,0.0,0.2630103631203604,468.5,0.3160326125350721,0.2630103631203604,0.0,Increased_Centrality
DDX6,1e-05,0.034565,1.2e-05,0.034565,0.2630103631203604,0.0,0.2630103631203604,468.5,0.3160326125350721,0.2630103631203604,0.0,Increased_Centrality
DICER1,1e-05,0.012984,1.2e-05,0.012984,0.2630103631203604,0.0,0.2630103631203604,468.5,0.3160326125350721,0.2630103631203604,0.0,Increased_Centrality
RIF1,1e-05,0.016175,1.2e-05,0.016175,0.2630103631203604,0.0,0.2630103631203604,468.5,0.3160326125350721,0.2630103631203604,0.0,Increased_Centrality
OSGEP,5e-06,0.006191,6e-06,0.006191,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
CKB,5e-06,0.018804,6e-06,0.018804,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
GANAB,5e-06,0.025669,6e-06,0.025669,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
ILKAP,5e-06,0.009386,6e-06,0.009386,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
HSP90AB4P,5e-06,0.006272,6e-06,0.006272,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
CYP2S1,5e-06,0.001982,6e-06,0.001982,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
RIPK1,5e-06,0.008472,6e-06,0.008472,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
TRMT1,5e-06,0.010028,6e-06,0.010028,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
EIF4E2,5e-06,0.013219,6e-06,0.013219,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
CDK8,5e-06,0.008329,6e-06,0.008329,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
GAPVD1,5e-06,0.016332,6e-06,0.016332,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
FUBP3,5e-06,0.022244,6e-06,0.022244,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
RCN2,5e-06,0.01865,6e-06,0.01865,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
TACC3,5e-06,0.008037,6e-06,0.008037,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
IPO4,5e-06,0.016723,6e-06,0.016723,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
MRPL1,5e-06,0.011849,6e-06,0.011849,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
LACTB,5e-06,0.00981,6e-06,0.00981,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
LIG3,5e-06,0.016415,6e-06,0.016415,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
RANBP2,5e-06,0.026035,6e-06,0.026035,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
CMTM6,5e-06,0.002035,6e-06,0.002035,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
LAMB1,5e-06,0.007335,6e-06,0.007335,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
MYO5C,5e-06,0.007005,6e-06,0.007005,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
CCDC85B,5e-06,0.002312,6e-06,0.002312,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
SFXN3,5e-06,0.009771,6e-06,0.009771,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
NPEPPS,5e-06,0.014364,6e-06,0.014364,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
DEK,5e-06,0.019316,6e-06,0.019316,0.2629863248139467,0.0,0.2629863248139467,483.5,0.3160311560236242,0.2629863248139467,0.0,Increased_Centrality
EP300,0.00032,0.055356,0.000383,0.055356,0.2592717454455016,0.0,0.2592717454455016,497.0,0.3158060849524318,0.2592717454455016,0.0,Increased_Centrality
CCT7,4.6e-05,0.031549,5.5e-05,0.031549,0.257792625453338,0.0,0.257792625453338,498.0,0.3157164631977087,0.257792625453338,0.0,Increased_Centrality
TGOLN2,0.00112,0.037556,0.001339,0.037556,0.2576570177010961,0.0,0.2576570177010961,499.0,0.315708246552153,0.2576570177010961,0.0,Increased_Centrality
NEK4,0.000165,0.021506,0.000197,0.021506,0.2557281849372411,0.0,0.2557281849372411,500.0,0.3155913761306997,0.2557281849372411,0.0,Increased_Centrality
GNB2L1,3.1e-05,0.043748,3.7e-05,0.043748,0.2552495086739297,0.0,0.2552495086739297,501.0,0.3155623725293087,0.2552495086739297,0.0,Increased_Centrality
CREBBP,0.000145,0.019995,0.000173,0.019995,0.2547175272887186,0.0,0.2547175272887186,502.0,0.3155301391030314,0.2547175272887186,0.0,Increased_Centrality
CCT6A,4.9e-05,0.035512,5.8e-05,0.035512,0.2432665823948597,0.0,0.2432665823948597,503.0,0.3148363118408334,0.2432665823948597,0.0,Increased_Centrality
CCT2,9.3e-05,0.037481,0.00011,0.037481,0.2421985049999755,0.0,0.2421985049999755,504.0,0.3147715956779685,0.2421985049999755,0.0,Increased_Centrality
UBA52,4.4e-05,0.021177,5.2e-05,0.021177,0.2410030552213641,0.0,0.2410030552213641,505.0,0.3146991618609623,0.2410030552213641,0.0,Increased_Centrality
BIRC6,2.2e-05,0.012247,2.6e-05,0.012247,0.2409980111505726,0.0,0.2409980111505726,506.0,0.314698856234321,0.2409980111505726,0.0,Increased_Centrality
ITGA4,1.1e-05,0.032452,1.3e-05,0.032452,0.2409879236438542,0.0,0.2409879236438542,509.5,0.3146982450195057,0.2409879236438542,0.0,Increased_Centrality
MIA3,1.1e-05,0.011229,1.3e-05,0.011229,0.2409879236438542,0.0,0.2409879236438542,509.5,0.3146982450195057,0.2409879236438542,0.0,Increased_Centrality
TPM2,1.1e-05,0.010394,1.3e-05,0.010394,0.2409879236438542,0.0,0.2409879236438542,509.5,0.3146982450195057,0.2409879236438542,0.0,Increased_Centrality
GABPA,1.1e-05,0.006385,1.3e-05,0.006385,0.2409879236438542,0.0,0.2409879236438542,509.5,0.3146982450195057,0.2409879236438542,0.0,Increased_Centrality
TRAP1,1.1e-05,0.027523,1.3e-05,0.027523,0.2409879236438542,0.0,0.2409879236438542,509.5,0.3146982450195057,0.2409879236438542,0.0,Increased_Centrality
TERF2IP,1.1e-05,0.021669,1.3e-05,0.021669,0.2409879236438542,0.0,0.2409879236438542,509.5,0.3146982450195057,0.2409879236438542,0.0,Increased_Centrality
CRK,2.8e-05,0.015153,3.3e-05,0.015153,0.237031390767186,0.0,0.237031390767186,513.0,0.3144585136786372,0.237031390767186,0.0,Increased_Centrality
UBXN7,2.3e-05,0.01152,2.7e-05,0.01152,0.2313162537588631,0.0,0.2313162537588631,514.0,0.3141122262848609,0.2313162537588631,0.0,Increased_Centrality
SMC5,0.000158,0.049668,0.000185,0.049668,0.2275993797173289,0.0,0.2275993797173289,515.0,0.3138870161765181,0.2275993797173289,0.0,Increased_Centrality
LCOR,4.1e-05,0.00853,4.8e-05,0.00853,0.2274053646818642,0.0,0.2274053646818642,516.0,0.313875260559656,0.2274053646818642,0.0,Increased_Centrality
ESR1,0.000367,0.085179,0.000429,0.085179,0.2251970165341146,0.0,0.2251970165341146,517.0,0.3137414539468798,0.2251970165341146,0.0,Increased_Centrality
CLTC,4.2e-05,0.043344,4.9e-05,0.043344,0.222387514318947,0.0,0.222387514318947,518.0,0.3135712226473532,0.222387514318947,0.0,Increased_Centrality
ATP5A1,2.4e-05,0.039777,2.8e-05,0.039777,0.2223838341982069,0.0,0.2223838341982069,520.0,0.313570999664174,0.2223838341982069,0.0,Increased_Centrality
AP2M1,2.4e-05,0.023742,2.8e-05,0.023742,0.2223838341982069,0.0,0.2223838341982069,520.0,0.313570999664174,0.2223838341982069,0.0,Increased_Centrality
IFITM3,2.4e-05,0.017843,2.8e-05,0.017843,0.2223838341982069,0.0,0.2223838341982069,520.0,0.313570999664174,0.2223838341982069,0.0,Increased_Centrality
VPS35,1.2e-05,0.014297,1.4e-05,0.014297,0.2223752477243951,0.0,0.2223752477243951,522.5,0.3135704793988447,0.2223752477243951,0.0,Increased_Centrality
PTPN6,1.2e-05,0.009383,1.4e-05,0.009383,0.2223752477243951,0.0,0.2223752477243951,522.5,0.3135704793988447,0.2223752477243951,0.0,Increased_Centrality
C14orf1,6e-06,0.003298,7e-06,0.003298,0.2223580767697508,0.0,0.2223580767697508,540.0,0.3135694389889431,0.2223580767697508,0.0,Increased_Centrality
NUP98,6e-06,0.015467,7e-06,0.015467,0.2223580767697508,0.0,0.2223580767697508,540.0,0.3135694389889431,0.2223580767697508,0.0,Increased_Centrality
