GeneName,Betweenness_Normal,eigenvector_norm,Betweenness_Tumor,eigenvector_tumor,logFC_betweenness,logFC_eigenvector,dice_score,DiCERank,EnsembleScore,DeltaBetweenness,DeltaEigenvector,Regulation
MED13L,0.0,0.005562,3e-06,0.005562,11.551227603598289,0.0,11.551227603598289,1.0,1.0,11.551227603598289,0.0,Increased_Centrality
AP2S1,0.0,0.010398,2e-06,0.010398,10.96650545190574,0.0,10.96650545190574,2.5,0.9645709438464802,10.96650545190574,0.0,Increased_Centrality
ARFGEF2,0.0,0.0072,2e-06,0.0072,10.96650545190574,0.0,10.96650545190574,2.5,0.9645709438464802,10.96650545190574,0.0,Increased_Centrality
IGDCC4,0.0,0.000785,1e-06,0.000785,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SMYD3,0.0,0.005154,1e-06,0.005154,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
DTWD2,0.0,0.000957,1e-06,0.000957,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MAML1,0.0,0.003415,1e-06,0.003415,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ASXL2,0.0,0.0188,1e-06,0.0188,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
HBZ,0.0,0.001872,1e-06,0.001872,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
NSMCE1,0.0,0.003875,1e-06,0.003875,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
AKR1B10,0.0,0.002457,1e-06,0.002457,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
LSP1,0.0,0.001632,1e-06,0.001632,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
RNF34,0.0,0.002568,1e-06,0.002568,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
TMEM5,0.0,0.000564,1e-06,0.000564,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
GSTA2,0.0,0.000657,1e-06,0.000657,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PPP1R14A,0.0,0.001548,1e-06,0.001548,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
GTF2H4,0.0,0.007466,1e-06,0.007466,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PDCD1,0.0,0.001461,1e-06,0.001461,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
WASF3,0.0,0.003022,1e-06,0.003022,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SCPEP1,0.0,0.003732,1e-06,0.003732,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
TAF4,0.0,0.01173,1e-06,0.01173,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PLEKHM1,0.0,0.002177,1e-06,0.002177,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
NFIL3,0.0,0.001736,1e-06,0.001736,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
QSOX1,0.0,0.002777,1e-06,0.002777,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
DRAP1,0.0,0.004594,1e-06,0.004594,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SH2B2,0.0,0.001639,1e-06,0.001639,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
RHBDD3,0.0,0.001184,1e-06,0.001184,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PTPRZ1,0.0,0.002694,1e-06,0.002694,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
L1CAM,0.0,0.0038,1e-06,0.0038,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
RGPD1,0.0,0.00221,1e-06,0.00221,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
UBE2G2,0.0,0.005094,1e-06,0.005094,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
CELA2B,0.0,0.001607,1e-06,0.001607,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ERI3,0.0,0.002179,1e-06,0.002179,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
DVL1,0.0,0.006331,1e-06,0.006331,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ATG4C,0.0,0.000762,1e-06,0.000762,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
HAUS5,0.0,0.006018,1e-06,0.006018,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MRPL15,0.0,0.011252,1e-06,0.011252,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MRPS26,0.0,0.020681,1e-06,0.020681,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
IL2RA,0.0,0.000484,1e-06,0.000484,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SUSD1,0.0,0.00065,1e-06,0.00065,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ZFAND2B,0.0,0.001547,1e-06,0.001547,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
TGM7,0.0,0.00071,1e-06,0.00071,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PCYT1A,0.0,0.005264,1e-06,0.005264,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
CTTNBP2,0.0,0.003249,1e-06,0.003249,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SMS,0.0,0.008675,1e-06,0.008675,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
TEC,0.0,0.002066,1e-06,0.002066,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
RIN1,0.0,0.004079,1e-06,0.004079,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ITGA3,0.0,0.004698,1e-06,0.004698,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ARRDC1,0.0,0.002502,1e-06,0.002502,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
GABRE,0.0,0.000844,1e-06,0.000844,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ITGB8,0.0,0.002834,1e-06,0.002834,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ARHGAP11A,0.0,0.004385,1e-06,0.004385,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
NTF3,0.0,0.001344,1e-06,0.001344,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
NAGA,0.0,0.002532,1e-06,0.002532,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
NACC2,0.0,0.001923,1e-06,0.001923,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
CTSH,0.0,0.001472,1e-06,0.001472,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ITGB3,0.0,0.002111,1e-06,0.002111,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
KRT13,0.0,0.007052,1e-06,0.007052,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
HINT2,0.0,0.011838,1e-06,0.011838,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
CSPP1,0.0,0.002606,1e-06,0.002606,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
KRT20,0.0,0.001539,1e-06,0.001539,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ELMO1,0.0,0.002087,1e-06,0.002087,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PHKA1,0.0,0.003864,1e-06,0.003864,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SP4,0.0,0.000938,1e-06,0.000938,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
BLOC1S1,0.0,0.001644,1e-06,0.001644,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
METAP1,0.0,0.005084,1e-06,0.005084,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ANKRD39,0.0,0.002805,1e-06,0.002805,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
KRTAP19-1,0.0,0.000652,1e-06,0.000652,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
REP15,0.0,0.000164,1e-06,0.000164,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
TNFSF13,0.0,0.000766,1e-06,0.000766,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PARP14,0.0,0.003953,1e-06,0.003953,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
HNRNPA1L2,0.0,0.009107,1e-06,0.009107,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
DOCK9,0.0,0.004359,1e-06,0.004359,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
GFM1,0.0,0.013043,1e-06,0.013043,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MTG1,0.0,0.005517,1e-06,0.005517,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
LYRM4,0.0,0.003628,1e-06,0.003628,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
POLK,0.0,0.003694,1e-06,0.003694,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
LIN7C,0.0,0.006438,1e-06,0.006438,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
BRF1,0.0,0.005926,1e-06,0.005926,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ENSA,0.0,0.002326,1e-06,0.002326,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
WDR70,0.0,0.009077,1e-06,0.009077,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MBD5,0.0,0.006506,1e-06,0.006506,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
ZNF223,0.0,0.000781,1e-06,0.000781,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SERPINB6,0.0,0.005306,1e-06,0.005306,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MRPL34,0.0,0.003278,1e-06,0.003278,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
C2orf49,0.0,0.003044,1e-06,0.003044,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
SVIP,0.0,0.000741,1e-06,0.000741,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
NAA30,0.0,0.002834,1e-06,0.002834,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
GGCT,0.0,0.007581,1e-06,0.007581,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
PAPL,0.0,0.000526,1e-06,0.000526,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MPI,0.0,0.004287,1e-06,0.004287,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
AHDC1,0.0,0.004922,1e-06,0.004922,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
C12orf5,0.0,0.004721,1e-06,0.004721,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
HMGN3,0.0,0.003386,1e-06,0.003386,9.967226258835993,0.0,9.967226258835993,49.0,0.90402335121324,9.967226258835993,0.0,Increased_Centrality
MIF,3e-06,0.018555,9e-06,0.018555,1.5846419730502337,0.0,1.5846419730502337,95.0,0.3961119466032858,1.5846419730502337,0.0,Increased_Centrality
PUM1,1e-06,0.01586,3e-06,0.01586,1.5840013447622947,0.0,1.5840013447622947,97.0,0.3960731301234907,1.5840013447622947,0.0,Increased_Centrality
ADAR,1e-06,0.023968,3e-06,0.023968,1.5840013447622947,0.0,1.5840013447622947,97.0,0.3960731301234907,1.5840013447622947,0.0,Increased_Centrality
RAB10,1e-06,0.017254,3e-06,0.017254,1.5840013447622947,0.0,1.5840013447622947,97.0,0.3960731301234907,1.5840013447622947,0.0,Increased_Centrality
KBTBD4,3e-06,0.014267,7e-06,0.014267,1.2221176876929822,0.0,1.2221176876929822,99.0,0.3741461407487299,1.2221176876929822,0.0,Increased_Centrality
RPS15,7e-06,0.030476,1.5e-05,0.030476,1.0994257654428812,0.0,1.0994257654428812,100.0,0.3667120816996591,1.0994257654428812,0.0,Increased_Centrality
RND2,4e-06,0.015618,8e-06,0.015618,0.9998196969264806,0.0,0.9998196969264806,101.0,0.3606768237835977,0.9998196969264806,0.0,Increased_Centrality
REXO4,3e-06,0.018245,6e-06,0.018245,0.9997596109232312,0.0,0.9997596109232312,102.0,0.3606731830965176,0.9997596109232312,0.0,Increased_Centrality
ZNF644,2e-06,0.006167,4e-06,0.006167,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
TMEM33,2e-06,0.016846,4e-06,0.016846,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
CD274,2e-06,0.016561,4e-06,0.016561,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
CPSF6,2e-06,0.03445,4e-06,0.03445,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
POLRMT,2e-06,0.015082,4e-06,0.015082,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
EIF4G2,2e-06,0.016382,4e-06,0.016382,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
FAU,2e-06,0.02004,4e-06,0.02004,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
COX6B1,2e-06,0.005478,4e-06,0.005478,0.9996394614398606,0.0,0.9996394614398606,106.5,0.3606659030870621,0.9996394614398606,0.0,Increased_Centrality
C1orf54,1e-06,0.001289,2e-06,0.001289,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
NDUFA6,1e-06,0.006983,2e-06,0.006983,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GALNT10,1e-06,0.002409,2e-06,0.002409,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
CCDC124,1e-06,0.012472,2e-06,0.012472,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ZNF581,1e-06,0.003083,2e-06,0.003083,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
STOML2,1e-06,0.018723,2e-06,0.018723,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
FAM50A,1e-06,0.01037,2e-06,0.01037,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
YTHDF3,1e-06,0.016926,2e-06,0.016926,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
COL4A5,1e-06,0.002018,2e-06,0.002018,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ATP6AP1,1e-06,0.006357,2e-06,0.006357,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
WDR74,1e-06,0.008163,2e-06,0.008163,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
MPO,1e-06,0.001565,2e-06,0.001565,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
KRT10,1e-06,0.015564,2e-06,0.015564,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
FAT4,1e-06,0.002726,2e-06,0.002726,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
STK40,1e-06,0.002181,2e-06,0.002181,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ZC3H13,1e-06,0.012952,2e-06,0.012952,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
RAB6A,1e-06,0.007335,2e-06,0.007335,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
LAMB3,1e-06,0.004736,2e-06,0.004736,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
HIST1H2BL,1e-06,0.015182,2e-06,0.015182,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
HIST1H2BN,1e-06,0.007556,2e-06,0.007556,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
SLK,1e-06,0.013632,2e-06,0.013632,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GNA11,1e-06,0.007843,2e-06,0.007843,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
LPPR2,1e-06,0.000903,2e-06,0.000903,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ZC3H7A,1e-06,0.013914,2e-06,0.013914,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
LRRC4C,1e-06,0.001204,2e-06,0.001204,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ZNF330,1e-06,0.016726,2e-06,0.016726,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
PIK3R4,1e-06,0.008512,2e-06,0.008512,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ARID4A,1e-06,0.003712,2e-06,0.003712,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
PLAUR,1e-06,0.003647,2e-06,0.003647,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
KLHL13,1e-06,0.005237,2e-06,0.005237,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GMPS,1e-06,0.014608,2e-06,0.014608,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
NDOR1,1e-06,0.001711,2e-06,0.001711,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
IRF3,1e-06,0.006509,2e-06,0.006509,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
CUEDC1,1e-06,0.00375,2e-06,0.00375,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GOLIM4,1e-06,0.007272,2e-06,0.007272,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
FANCM,1e-06,0.003264,2e-06,0.003264,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
CHD7,1e-06,0.009569,2e-06,0.009569,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
AP2A2,1e-06,0.014897,2e-06,0.014897,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
IMMP1L,1e-06,0.006239,2e-06,0.006239,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
KYNU,1e-06,0.002693,2e-06,0.002693,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
POLR2J,1e-06,0.005402,2e-06,0.005402,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ZKSCAN4,1e-06,0.002873,2e-06,0.002873,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GAB1,1e-06,0.007158,2e-06,0.007158,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
FBLN2,1e-06,0.000901,2e-06,0.000901,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
C11orf49,1e-06,0.003392,2e-06,0.003392,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
FOXM1,1e-06,0.004951,2e-06,0.004951,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
LIN37,1e-06,0.002859,2e-06,0.002859,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
NEB,1e-06,0.00573,2e-06,0.00573,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
BMP1,1e-06,0.001547,2e-06,0.001547,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ADSS,1e-06,0.011235,2e-06,0.011235,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GTPBP3,1e-06,0.003807,2e-06,0.003807,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
TDGF1,1e-06,0.000755,2e-06,0.000755,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
MSRB2,1e-06,0.002622,2e-06,0.002622,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
PDCL3,1e-06,0.005787,2e-06,0.005787,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
CLCN7,1e-06,0.006086,2e-06,0.006086,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
SEC24A,1e-06,0.012649,2e-06,0.012649,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GNS,1e-06,0.008007,2e-06,0.008007,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GFPT2,1e-06,0.003766,2e-06,0.003766,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
RELB,1e-06,0.003113,2e-06,0.003113,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
GLI3,1e-06,0.003772,2e-06,0.003772,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
NAA10,1e-06,0.00973,2e-06,0.00973,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
ZNF185,1e-06,0.006259,2e-06,0.006259,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
DPH2,1e-06,0.002601,2e-06,0.002601,0.9992791930697476,0.0,0.9992791930697476,148.0,0.3606440739699709,0.9992791930697476,0.0,Increased_Centrality
