source	target	direction
IRF3	IFNK	KEGG
TLR4	MAPK14	KEGG
NOTUM	WNT16	KEGG
EGFR	STAT5A	KEGG
MIR221	BMF	KEGG
VAV3	PLCG1	KEGG
PRKD3	RAP1A	KEGG
IGFBP3	IGF1	KEGG
TNNC1	TNNT2	KEGG
MAPK14	ELK4	KEGG
ITGAV	PLCB1	KEGG
FOXP3	RORC	KEGG
GNB5	ADCY5	KEGG
GHSR	GNB5	KEGG
CD226	NECTIN2	KEGG
MIR133A1	MCL1	KEGG
NTF3	NTRK2	KEGG
PTPN6	CD72	KEGG
RGS3	GNAI1	KEGG
PRKACA	ATF4	KEGG
L1CAM	NRP1	KEGG
CD247	NCR3	KEGG
RAN	XPO1	KEGG
ETS1	CDKN2A	KEGG
CEBPB	CXCL10	KEGG
PKMYT1	CDK1	KEGG
NFKB1	IFNW1	KEGG
VCL	ACTN4	KEGG
CAMK1D	CALML6	KEGG
TRAF6	IKBKG	KEGG
CYLD	TRAF2	KEGG
THRB	HIF1A	KEGG
RRAS	RALBP1	KEGG
GRM7	GNB5	KEGG
CHRD	GDF7	KEGG
RHOB	AKT3	KEGG
RAPGEF3	RRAS2	KEGG
PLCG2	PRKCB	KEGG
PRKACA	RPS6KA5	KEGG
SRC	ARHGEF7	KEGG
NTN1	DCC	KEGG
PRKCD	SRC	KEGG
RASGRF1	RHOA	KEGG
GDF7	AMHR2	KEGG
MAPK1	JUN	KEGG
APC2	SKP1	KEGG
RXFP2	GNAS	KEGG
SIRT1	PBX1	KEGG
FOXO6	RBL2	KEGG
NPPA	NPR1	KEGG
CCL8	CCR1	KEGG
ATG3	GABARAP	KEGG
KLF2	HMOX1	KEGG
FCER1A	FYN	KEGG
GLI1	WNT16	KEGG
JAK2	PTPN11	KEGG
NPHS1	KIRREL1	KEGG
PLCE1	ITPR1	KEGG
MAPK1	NOS2	KEGG
FOSB	JUN	KEGG
HGS	TSG101	KEGG
MSN	ACTB	KEGG
MAPK1	MAPK14	KEGG
AGER	PRKCB	KEGG
PRNP	LAMC1	KEGG
MYL12B	ACTB	KEGG
WNT11	FZD10	KEGG
VIPR1	GNB5	KEGG
SLIT1	ROBO2	KEGG
P3R3URF-PIK3R3	RCAN2	KEGG
NR3C2	SCNN1A	KEGG
ITGB3	PTK2	KEGG
PPP3CA	CRTC2	KEGG
PAK1	RAF1	KEGG
GZMB	TUBA1B	KEGG
ALK	JAK1	KEGG
TLR3	TRAF3	KEGG
KNG1	BDKRB2	KEGG
TSC1	RHEB	KEGG
RAP1A	MAPK8	KEGG
PRKACA	ADCY1	KEGG
NPHS1	CD2AP	KEGG
FRZB	WNT16	KEGG
IGF1R	KRAS	KEGG
MAPK1	MAPT	KEGG
ABL1	RAC1	KEGG
GNRHR	GNA11	KEGG
MIR107	DICER1	KEGG
PRKACA	PPP4R3C	KEGG
FN1	ITGAV	KEGG
PTPRZ1	CNTN2	KEGG
HLA-C	KIR2DL1	KEGG
PRKCQ	NFKB1	KEGG
JAK2	IRS1	KEGG
PATJ	AMOT	KEGG
NUDT21	CPSF6	KEGG
CD226	GRB2	KEGG
DAG1	DMD	KEGG
CSH1	GHR	KEGG
CNR1	GNB5	KEGG
CDKN1A	CASP3	KEGG
PRKAG2	KLF2	KEGG
PPP3CA	NFATC2	KEGG
CEBPB	PPARG	KEGG
BIRC2	CASP9	KEGG
GADD45G	PCNA	KEGG
VDR	SLC8A2	KEGG
TBK1	NFKB1	KEGG
MAD2L2	FZR1	KEGG
ATP6V1FP2	LAMTOR5	KEGG
FOXM1	LIN54	KEGG
NKX3-1	AKT3	KEGG
NEO1	HJV	KEGG
SOCS3	JAK1	KEGG
B2M	HLA-A	KEGG
BRCA1	SEM1	KEGG
GCG	ADCYAP1R1	KEGG
TP53	CDKN2A	KEGG
RNF125	IFIH1	KEGG
INSL5	RXFP4	KEGG
PTPRF	SHC2	KEGG
NFKB1	CCL17	KEGG
PTPN1	INSR	KEGG
NFKB1	IL5	KEGG
ACTN4	ACTB	KEGG
AFDN	SSX2IP	KEGG
YWHAQ	CDC25C	KEGG
FOS	IL5	KEGG
MAPK14	CDC25C	KEGG
CREB1	CALCR	KEGG
SELL	MADCAM1	KEGG
PTH1R	GNA11	KEGG
MIR34A	MET	KEGG
IFI16	STING1	KEGG
MAPK14	FOXO6	KEGG
CBLB	ZAP70	KEGG
BRCA1	ABRAXAS1	KEGG
IL1R1	MAP3K5	KEGG
KISS1R	ARRB1	KEGG
NFKB1	IL2RA	KEGG
C5AR1	SYK	KEGG
FOS	IL2RA	KEGG
CXCR1	ADAM10	KEGG
GNB5	KCNJ6	KEGG
RRAS2	RAPGEF5	KEGG
RAB13	PRKACA	KEGG
TNF	TNFRSF1B	KEGG
THBS1	MMP9	KEGG
SIK	CRTC2	KEGG
MTOR	HIF1A	KEGG
NLRP12	PYCARD	KEGG
AKT3	TSC1	KEGG
CD48	INPP5D	KEGG
SNCA	HSPA5	KEGG
FOXO3	SOD1	KEGG
MMP24	HBEGF	KEGG
LAMC3	SV2C	KEGG
EIF2AK3	NFE2L2	KEGG
HIF1A	EPO	KEGG
FGF2	FGFR3	KEGG
PLCG2	BLNK	KEGG
CTNNB1	ARHGAP10	KEGG
MIR23C	FGFR3	KEGG
DUSP9	MAPK1	KEGG
HLA-B	KIR3DL2	KEGG
PPP3CA	TARDBP	KEGG
PLCG1	PRKCD	KEGG
IL6	STAT3	KEGG
USP15	FKBP8	KEGG
CCL8	CCR5	KEGG
CBLB	LCK	KEGG
AHR	CYP1A1	KEGG
CREB1	REN	KEGG
MAPK1	IGF1	KEGG
FBXW11	CTNNB1	KEGG
CXADR	RAPGEF6	KEGG
TSHR	GNAQ	KEGG
MAP4K4	MAP3K1	KEGG
MBL2	MASP2	KEGG
DVL1	VANGL2	KEGG
HSPA4	TJP1	KEGG
CCL27	CCR10	KEGG
RBPJL	HEY1	KEGG
GLI1	CCND1	KEGG
MIR21	TIMP3	KEGG
PRKACA	KCNMA1	KEGG
PRKCE	MYLK4	KEGG
CFLAR	CASP8	KEGG
PPP5C	MAP3K5	KEGG
MYBPC3	MYH6	KEGG
INS	SREBF1	KEGG
MAPK8	ESR1	KEGG
MAPK1	CCND1	KEGG
FOXO6	DEPP1	KEGG
PLK1	FBXO43	KEGG
NR1H4	NR0B2	KEGG
OGT	GSK3B	KEGG
DHX58	RIGI	KEGG
RGL2	RALA	KEGG
IL6R	PLCG1	KEGG
MIR143	PRKCA	KEGG
MET	GAB1	KEGG
AKT3	CREB3	KEGG
EGLN2	EPAS1	KEGG
NFKB2	TNFAIP3	KEGG
HNF4A	PKLR	KEGG
RRAS2	RIN1	KEGG
INSR	IRS1	KEGG
NRG2	ERBB4	KEGG
RFX5	CD74	KEGG
HTT	KCNJ10	KEGG
ATXN1L	RBPJL	KEGG
PRKACA	NR5A1	KEGG
ITGB1	CAV1	KEGG
OXTR	GNAI1	KEGG
PDK1	PDHA1	KEGG
FANCD2	FAN1	KEGG
PPARGC1A	GPX6	KEGG
MITF	TYRP1	KEGG
FCGR2A	CRK	KEGG
BHLHE41	BMAL1	KEGG
IL1R1	MAPK14	KEGG
IFIH1	MAVS	KEGG
CNTN2	L1CAM	KEGG
PRKG1	CACNA1C	KEGG
EGR1	PTH	KEGG
SYK	PTPN11	KEGG
TNFRSF11B	TNFSF11	KEGG
MAP3K12	MAP2K7	KEGG
CYLD	RIGI	KEGG
DCN	IGF1	KEGG
PRKCA	ARAF	KEGG
RIPK3	CAMK2A	KEGG
BUB1	SGO1	KEGG
STK11	FOXO6	KEGG
MEFV	PYCARD	KEGG
GNAI1	PIK3R6	KEGG
MIR146A	BRCA1	KEGG
ZAP70	DLG1	KEGG
IFNGR1	NOS2	KEGG
PPP1CA	PYGB	KEGG
KCNJ11	CACNA1A	KEGG
MAPK1	HRAS	KEGG
CREB3	MCL1	KEGG
TRAF6	BAK1	KEGG
ARL8A	PLEKHM2	KEGG
S1PR5	GNAI1	KEGG
FN1	SDC4	KEGG
BTK	PLCG1	KEGG
STAT3	FOXO6	KEGG
NFKB1	VCAM1	KEGG
JAM3	TJP1	KEGG
YES1	FYN	KEGG
ARHGEF2	RHOA	KEGG
FOS	VCAM1	KEGG
SDC2	EZR	KEGG
RAB11FIP2	RAB11A	KEGG
ERBB2	CD44	KEGG
ADRA1D	GNA11	KEGG
NTRK1	PLCG1	KEGG
P3R3URF-PIK3R3	PLCG1	KEGG
PIKFYVE	GSN	KEGG
FOS	MMP2	KEGG
CTNNB1	CREBBP	KEGG
MASP2	F2	KEGG
SOCS3	JAK2	KEGG
EFNA4-EFNA3	FYN	KEGG
STAT3	AGRP	KEGG
RAPGEF5	RAP1A	KEGG
NFKB1	CXCL6	KEGG
CBL	TIMP3	KEGG
VAV3	NFATC1	KEGG
ACTB	MYL9	KEGG
DRD1	GNAS	KEGG
ESR1	MYC	KEGG
FOS	CXCL6	KEGG
TIGIT	NECTIN3	KEGG
TRAF2	TAB1	KEGG
RRAS2	RGL1	KEGG
IL1A	IL1R2	KEGG
CADM1	MPP3	KEGG
THPO	MPL	KEGG
MAP3K14	CHUK	KEGG
JAML	CXADR	KEGG
GATA3	IFNG	KEGG
FBXW11	CD4	KEGG
CD48	SH2D1A	KEGG
RHOD	PLXNA1	KEGG
FYN	CTNND1	KEGG
INSR	IRS2	KEGG
KDR	GAB1	KEGG
LEMD3	SMAD1	KEGG
MIR9-1	NFKB1	KEGG
SMAD4	SMAD3	KEGG
TP53	APAF1	KEGG
GHR	JAK2	KEGG
IL27RA	STAT1	KEGG
MICA	KLRC4-KLRK1	KEGG
MAP4K1	MAP3K11	KEGG
HCK	FCGR1A	KEGG
F11R	RAPGEF6	KEGG
MAPK8	APAF1	KEGG
TCF3	ESRRB	KEGG
IGF1R	HRAS	KEGG
TNFRSF1A	DAXX	KEGG
MIR200A	ZFPM2	KEGG
FZR1	ANAPC10	KEGG
ATG16L1	MAP1LC3BP1	KEGG
RPS6KA5	CBX3	KEGG
EPAS1	TGFA	KEGG
PRKN	MAOA	KEGG
PRKACA	NR4A2	KEGG
CD48	CSK	KEGG
BIRC7	CASP7	KEGG
SYK	CARD9	KEGG
MOCS2	MOCS3	KEGG
RAPGEF1	RHOQ	KEGG
IGF1R	GRB2	KEGG
CDC42	WAS	KEGG
AMOT	YAP1	KEGG
VDR	CAMP	KEGG
NFKB1	CCND1	KEGG
ALS2	RAC1	KEGG
FOS	CCND1	KEGG
NFKB1	IFNA1	KEGG
RRAS2	MAP3K1	KEGG
MAPK1	CDKN1A	KEGG
EPB41L4B	ARHGEF18	KEGG
ESR1	SRC	KEGG
NECTIN1	NECTIN4	KEGG
GNB5	MAPK14	KEGG
IL23A	IL12RB1	KEGG
SMAD2	TGFB1	KEGG
TNFAIP3	RIPK2	KEGG
BCL2L1	BAX	KEGG
POU1F1	CSH1	KEGG
CCL27	CCR3	KEGG
HRAS	MAPK14	KEGG
FYN	SHC2	KEGG
RAPGEF4	RYR2	KEGG
ARF1	STING1	KEGG
PTK2	MAPK14	KEGG
SQSTM1	SEPTIN9	KEGG
STAT1	CISH	KEGG
BANK1	PLCG2	KEGG
BABAM1	BABAM2	KEGG
NANOGP8	POU5F1	KEGG
VIP	VIPR1	KEGG
FOS	IL6	KEGG
ERLN	ATP2A1	KEGG
SST	SSTR1	KEGG
NAIP	NLRC4	KEGG
PRKACA	TNNI3	KEGG
SRC	CR1	KEGG
RHOA	PLD1	KEGG
RAF1	NFKB1	KEGG
ESPL1	REC8	KEGG
FGR	PTK2	KEGG
RAC1	CASP1	KEGG
STAT3	IL17F	KEGG
PRKG1	PPP1R12A	KEGG
KCNQ1	SLC12A2	KEGG
STAT3	PIM1	KEGG
KCNQ1	PRKACA	KEGG
PPFIA4	ERC1	KEGG
GAPDH	TRAF2	KEGG
DAB2IP	MAPK8	KEGG
IRF5	CCL5	KEGG
CREB3	INS	KEGG
PEX1	PEX6	KEGG
WNT16	LRP6	KEGG
RAPGEF2	RRAS2	KEGG
TGFB2	SMAD2	KEGG
F2	F2R	KEGG
MYD88	IFNB1	KEGG
TNFRSF11A	BTK	KEGG
GAS6	TYRO3	KEGG
TRAF3IP2	IL17A	KEGG
GPC1	FGF2	KEGG
PPARA	PDK2	KEGG
ITPR1	CAMK2A	KEGG
THRB	WNT4	KEGG
PPM1A	MAP2K6	KEGG
PRKCA	CD38	KEGG
CHUK	FOXO6	KEGG
EIF4EBP2	SOD1	KEGG
L1CAM	CNTN2	KEGG
RAC1	MAP2K7	KEGG
AKT3	RGCC	KEGG
MYLK4	MYL9	KEGG
AKT3	CASP3	KEGG
SOD1	BCL2	KEGG
TBX3	NANOGP8	KEGG
STAT4	IFNG	KEGG
MAPK14	IL18	KEGG
CNTN2	KCNA1	KEGG
TNPO3	PPIAL4H	KEGG
TNF	TNFRSF1A	KEGG
IFNAR1	TYK2	KEGG
BAX	CASP3	KEGG
GZMB	BID	KEGG
SRC	FUNDC1	KEGG
RIGI	TRAF2	KEGG
NFKB1	RELA	KEGG
MAPK1	IGFBP3	KEGG
TRIB3	AKT3	KEGG
RIPK2	CHUK	KEGG
NR1H3	RXRA	KEGG
TRAF6	MAPK14	KEGG
LEF1	FOSL1	KEGG
FYN	CAV1	KEGG
RBPJL	HES1	KEGG
MAPKAPK3	HSPB1	KEGG
LY9	INPP5D	KEGG
CASP8	CASP7	KEGG
RRAS	AKT3	KEGG
POMC	OGFR	KEGG
CLEC4M	LSP1	KEGG
PTPRD	TRIO	KEGG
CXADR	MAGI1	KEGG
DDX3X	TBK1	KEGG
CCL7	CCR2	KEGG
PLXNB2	RND1	KEGG
AKT3	FOXO6	KEGG
P3R3URF-PIK3R3	PTK2	KEGG
LATS2	YAP1	KEGG
TNC	SDC1	KEGG
CAPN1	CDK5R1	KEGG
NFKB1	CXCL8	KEGG
PRKAG2	CRTC2	KEGG
FOS	CXCL8	KEGG
VAV3	NFKB1	KEGG
FYN	CDK5	KEGG
STAT2	IRF9	KEGG
BCL2L1	PGAM5	KEGG
IFNGR1	HRAS	KEGG
RAB39B	SQSTM1	KEGG
MYD88	IL12A	KEGG
ATG13	ATG101	KEGG
RAB7B	FYCO1	KEGG
ITGAL	F11R	KEGG
CDKN2A	MDM2	KEGG
IL12RB2	IL18RAP	KEGG
GNAI1	NOS3	KEGG
TBK1	REL	KEGG
OLR1	PRKCA	KEGG
MAP3K7	MAP3K14	KEGG
TNFRSF10B	CASP8	KEGG
STING1	MAVS	KEGG
FGF23	FGFR1	KEGG
PRKCE	PPIF	KEGG
TRAF2	MTOR	KEGG
CTSC	BID	KEGG
PLXNA1	RAC1	KEGG
TLR6	MAPK1	KEGG
SDC2	RDX	KEGG
TXNIP	TXN2	KEGG
NFE2L2	NQO1	KEGG
SYK	LAT	KEGG
PRKN	SNCA	KEGG
PIKFYVE	ACTN4	KEGG
INSR	SH2B2	KEGG
INSR	OGT	KEGG
NFATC1	GATA3	KEGG
C2	C3	KEGG
JUN	MMP7	KEGG
NFKB2	LTA	KEGG
TAB1	MAP3K7	KEGG
TRAF2	SPHK2	KEGG
PTH1R	GNA13	KEGG
ROCK1	PIKFYVE	KEGG
BRAP	KSR2	KEGG
RAC1	ARF6	KEGG
FYN	RHOA	KEGG
PAN2	PAN3	KEGG
URM1	MOCS3	KEGG
JAK1	STAT1	KEGG
FYN	CTNNB1	KEGG
CAMK2A	GRIA1	KEGG
COMP	SDC1	KEGG
JAK2	P3R3URF-PIK3R3	KEGG
PDX1	NR5A2	KEGG
IL6ST	GRB2	KEGG
MMP14	MMP2	KEGG
SLITRK1	PTPRD	KEGG
CHUK	NFKBIA	KEGG
PTPN1	MET	KEGG
NFATC1	RGS2	KEGG
TICAM1	MAP2K3	KEGG
PRKG1	SLC8A2	KEGG
CAMK2A	FLNA	KEGG
EGFR	P3R3URF-PIK3R3	KEGG
GLDN	NFASC	KEGG
FOS	IL12A	KEGG
IRAK1	TRAF6	KEGG
AKT3	MDM2	KEGG
FCER1G	CLEC4D	KEGG
CCL13	CCR2	KEGG
GSK3B	DPYSL2	KEGG
CREB3	POU1F1	KEGG
PPIF	CYCS	KEGG
KNG1	CHRM1	KEGG
RGMB	BMPR1A	KEGG
HEY1	MYC	KEGG
PRKACA	KCNE1B	KEGG
CBL	THBS1	KEGG
MIR10A	MDM2	KEGG
BAMBI	BMPR1A	KEGG
MAPK1	EGR1	KEGG
C3	CR1	KEGG
TPTEP2-CSNK1E	FOXO6	KEGG
NCBP1	UPF1	KEGG
OTUD5	TRAF3	KEGG
PRKCA	GRIN1	KEGG
UBXN2A	VCP	KEGG
IRF9	MX1	KEGG
HTT	MAPK8	KEGG
GNB5	HRAS	KEGG
NR4A1	BCL2	KEGG
CHUK	IRF7	KEGG
AKT3	NFKBIA	KEGG
MIR21	HNRNPK	KEGG
NR4A2	STAR	KEGG
TCN2	CD320	KEGG
MIR23C	GLS2	KEGG
TRPC1	BMPR2	KEGG
MYH6	MYL2	KEGG
BECN2	PIK3C3	KEGG
ZNF76	THAP11	KEGG
CSNK2A1	NFKBIA	KEGG
NFKB2	CD44	KEGG
SRC	CAV1	KEGG
IHH	GPC3	KEGG
RAC1	MAP3K5	KEGG
JAG1	NOTCH1	KEGG
NPY	NPY4R2	KEGG
PLCG1	CAMK2A	KEGG
LEF1	MITF	KEGG
MAPK1	IL18	KEGG
AIM2	PYCARD	KEGG
SLC12A2	PRKACA	KEGG
GCGR	GNAQ	KEGG
TRAF2	MAP3K1	KEGG
WASF2	ARPC5	KEGG
ARAF	MAPK1	KEGG
NPHS1	TJP1	KEGG
NANOGP8	STAT3	KEGG
PRKACA	CYP17A1	KEGG
IKBKB	NFKB1	KEGG
MAPK14	CARM1	KEGG
PRNP	CACNA1B	KEGG
SIRPB1	PTPN11	KEGG
MIR29A	PDGFRA	KEGG
CSNK1D	GJA1	KEGG
PXN	ARF6	KEGG
FYN	INPP5D	KEGG
NFKB1	SOCS3	KEGG
KLF2	GSTO2	KEGG
FOXO1	PPARGC1A	KEGG
GIP	ADCYAP1R1	KEGG
PPM1B	MAP3K7	KEGG
EVL	ACTB	KEGG
NFKB1	HIF1A	KEGG
PRDM16	KDM1A	KEGG
MAPK8	TP53	KEGG
MAPK8	SMAD3	KEGG
CASP8	RIPK1	KEGG
C3	C3AR1	KEGG
TRAF2	MAP3K14	KEGG
PRKCA	SRC	KEGG
RAB7A	LAMP1	KEGG
CXCR6	GNAQ	KEGG
SIRT1	FOXO3	KEGG
RHOA	MAPK8	KEGG
MAPT	TUBB3	KEGG
CXCR4	GNA11	KEGG
MAGI1	ACTN4	KEGG
CASP7	PARP2	KEGG
ARRB1	SRC	KEGG
NEO1	PTK2	KEGG
SMAD2	COL1A1	KEGG
CRTAM	CADM1	KEGG
RRAS	PLCE1	KEGG
CASP3	DFFA	KEGG
MAPK8	ITCH	KEGG
ADRA1D	GNA13	KEGG
AKAP13	RHOA	KEGG
PRPH	NEFH	KEGG
SH2B2	GRB2	KEGG
SRC	CTNNB1	KEGG
RPS6KA6	TSC1	KEGG
MAP3K7	MAPK8	KEGG
CASP1	CASP7	KEGG
BCL2L13	GABARAP	KEGG
NFYA	CD74	KEGG
NFASC	NRCAM	KEGG
INPP5D	MAP2K1	KEGG
PRKCQ	CHUK	KEGG
TACR1	GNA11	KEGG
SMAD2	ACTA2	KEGG
TRA2A	LPIN1	KEGG
GCG	GCGR	KEGG
PML	SPI1	KEGG
NFKB1	CXCL1	KEGG
GNB5	KCNJ3	KEGG
SUFU	GLI1	KEGG
RAC1	MAPK14	KEGG
GRB2	RRAS2	KEGG
MIR195	SOS1	KEGG
CCKAR	GNB5	KEGG
PML	CCNA2	KEGG
PRMT1	FOXO1	KEGG
CSF1R	GRB2	KEGG
FCGR1A	CRK	KEGG
CD40	TRAF6	KEGG
THRA	BMP4	KEGG
MTOR	EIF4EBP1	KEGG
PPP2R3B	BCL2	KEGG
NHERF1	EZR	KEGG
CAMK2A	FBXO43	KEGG
NFKB1	IL1B	KEGG
IRF3	CD40	KEGG
MAP3K3	MAP2K6	KEGG
TELO2	ATR	KEGG
ATG13	VMP1	KEGG
PIK3R4	BECN2	KEGG
CDH1	CTNNA1	KEGG
CASP4	GSDMD	KEGG
CORT	SSTR1	KEGG
CHRNA9	P3R3URF-PIK3R3	KEGG
RASSF5	RASSF1	KEGG
RASA1	HRAS	KEGG
TGFB1	SMAD2	KEGG
PDGFRB	GRB2	KEGG
GSK3B	MAP2K1	KEGG
MIR195	FGFR3	KEGG
IL10	STAT3	KEGG
IRAG1	ITPR1	KEGG
SLC6A3	STX1A	KEGG
SNAP29	VAMP8	KEGG
NFASC	SCN8A	KEGG
MAPK7	PTGS2	KEGG
LSP1	IKBKE	KEGG
C9ORF72	ATG13	KEGG
PRKCA	SLC6A3	KEGG
SIN3A	NCOR1	KEGG
RAF1	RB1	KEGG
CBLB	CLEC7A	KEGG
GNAI1	SRC	KEGG
ATG13	RB1CC1	KEGG
CRK	MAP3K1	KEGG
MC1R	GNB5	KEGG
JUN	GATA3	KEGG
TP53	BCL2	KEGG
HRC	ATP2A1	KEGG
TP53	SIAH1	KEGG
BUB1	BUB3	KEGG
LCP2	GRB2	KEGG
PRKN	TFEB	KEGG
PRKCA	NCF1	KEGG
CREB1	ITGB3	KEGG
MAPK1	RPS6KA4	KEGG
AXL	JAK1	KEGG
TP53	PTEN	KEGG
PTK2B	CRK	KEGG
SLIT1	ROBO1	KEGG
PRKCB	TGFB1	KEGG
102723996	ICOS	KEGG
PRKAG2	SREBF1	KEGG
BECN2	MAP1LC3BP1	KEGG
CBLB	CLEC6A	KEGG
ROBO1	ABL1	KEGG
HIF1A	VEGFA	KEGG
FOS	VEGFA	KEGG
MYC	CCND2	KEGG
GLMN	NLRP3	KEGG
PTGIR	GNAS	KEGG
SCN2A	CALHM1	KEGG
PTPN6	CD247	KEGG
PTPN1	CTNNB1	KEGG
INS	INSR	KEGG
JUN	SERPINE1	KEGG
GLI1	PTCH1	KEGG
AGRP	MC3R	KEGG
HFE	TFR2	KEGG
MIRLET7A1	KRAS	KEGG
BCL2	BIK	KEGG
SERPINA1	PLAU	KEGG
FYN	PRKCQ	KEGG
TBPL2	XBP1	KEGG
MAPK1	PCYT1A	KEGG
FCER1A	SYK	KEGG
FOXO3	CAT	KEGG
STAT3	IL17A	KEGG
NFATC2	PTGS2	KEGG
SP1	PCYT1A	KEGG
GATA3	IL4	KEGG
COL1A1	SDC1	KEGG
CXCL8	CXCR2	KEGG
MIR7-1	ABCC1	KEGG
PRKACA	MAPK14	KEGG
RHOA	DIAPH1	KEGG
IRF3	IFNE	KEGG
CISH	STAT1	KEGG
IGH	FCGR1A	KEGG
NEK7	NLRP3	KEGG
NFKB1	IL13	KEGG
CD3D	MAP3K3	KEGG
PRKACA	CREB3	KEGG
MAP2K1	MAPK1	KEGG
FOS	IL13	KEGG
RPTOR	MTOR	KEGG
PML	JUP	KEGG
WASL	ARPC5	KEGG
NPB	NPBWR1	KEGG
USP21	RIPK1	KEGG
MTOR	RPTOR	KEGG
ATG16L1	ATG5	KEGG
NPLOC4	UFD1	KEGG
TP53	BAX	KEGG
GRK2	TPTEP2-CSNK1E	KEGG
MAPK8	BAX	KEGG
PRKAG2	PFKFB1	KEGG
WAS	ACTB	KEGG
IL17C	IL17RE	KEGG
PIK3AP1	P3R3URF-PIK3R3	KEGG
MAPK1	CDK4	KEGG
TRAF2	MAPK8	KEGG
MIR10A	FGFR3	KEGG
DRD2	TH	KEGG
MIR126	P3R3URF-PIK3R3	KEGG
AGER	DIAPH1	KEGG
INS	RPS6KA6	KEGG
APELA	APLNR	KEGG
MAN1A2	MGAT1	KEGG
TP53	AIFM2	KEGG
CD28	CD80	KEGG
ITGAL	ICAM1	KEGG
SLAMF1	IL12A	KEGG
DDIT3	BCL2L1	KEGG
MAP3K1	NFKB1	KEGG
NR0B1	NR5A1	KEGG
PKD1L3	PKD2L1	KEGG
RAB33B	ATG16L1	KEGG
PFN3	ACTB	KEGG
AMH	AMHR2	KEGG
CHRM1	GNAL	KEGG
CD28	PRKCQ	KEGG
VDR	CALB1	KEGG
FGFR1	SNAI1	KEGG
NR3C2	KRAS	KEGG
HTT	REST	KEGG
TGFBR1	SMAD2	KEGG
PLXNB2	RAC1	KEGG
PLCG1	MAPK1	KEGG
PGR	WNT4	KEGG
TNFRSF11A	NFKB1	KEGG
MIR129-1	MDM4	KEGG
RYR1	NOS1	KEGG
PGR	MIR29A	KEGG
MTOR	RORA	KEGG
PRKCZ	MAPK1	KEGG
MIR29A	FGFR3	KEGG
CREB3	CCND1	KEGG
MIR129-1	ATM	KEGG
TRAF6	IRF7	KEGG
ANGPTL8	ANGPTL3	KEGG
PRKCE	INSR	KEGG
DUSP2	MAPK1	KEGG
TNNI3	ACTC1	KEGG
PLAU	PLG	KEGG
RNF43	FZD10	KEGG
PRKCI	EPB41L4B	KEGG
CCAR2	SIRT1	KEGG
ATF6	XBP1	KEGG
NR1H3	TGFB1	KEGG
HTR2A	GNAQ	KEGG
RASSF1	STK4	KEGG
MAPK8	TNF	KEGG
RORC	IL17F	KEGG
TRAF2	RIPK2	KEGG
FOS	BCL2L11	KEGG
BUB1B	JUN	KEGG
MAPK1	CEBPB	KEGG
AGTR1	SERPINE1	KEGG
RAF1	MAP2K2	KEGG
PPARG	MFGE8	KEGG
RNF125	RIGI	KEGG
STARD3	VAPB	KEGG
CDC42	PAK1	KEGG
BRCA1	BARD1	KEGG
EPB41L1	ACTB	KEGG
TBK1	SQSTM1	KEGG
NRG1	ERBB3	KEGG
P3R3URF-PIK3R3	SLC2A4	KEGG
LTBR	MAP3K14	KEGG
PARD3	PATJ	KEGG
CD247	NCR1	KEGG
CAMK2A	FOXO1	KEGG
CYCS	APAF1	KEGG
STAT1	TBX21	KEGG
HEY1	NFKB2	KEGG
MTOR	LPIN1	KEGG
PLCD3	PRKCA	KEGG
CD34	SELL	KEGG
EGFR	PLCG1	KEGG
ATR	CHEK1	KEGG
CDKN2A	CDK4	KEGG
PPP3CA	SSH1	KEGG
CSF2RB	HRAS	KEGG
MAP3K5	MAPK8	KEGG
STAT1	SOCS1	KEGG
DRD2	SLC6A3	KEGG
CAMK4	ADCY1	KEGG
S1PR4	GNA13	KEGG
DOK1	RASA1	KEGG
STX1A	CACNA1B	KEGG
PAK4	MAP2K7	KEGG
PRKG1	BAD	KEGG
U2AF1L5	CCL5	KEGG
CD48	SH2D1B	KEGG
PPP1R14A	PPP1R12A	KEGG
FCGR3B	PTGS2	KEGG
SHC2	GAB1	KEGG
CSNK1A1L	AXIN1	KEGG
GNA13	AVPR1A	KEGG
NFKB1	CD274	KEGG
PPP2R3B	AKT3	KEGG
NFE2L2	TXNRD2	KEGG
F2	EDNRA	KEGG
HIF1A	CD274	KEGG
TBPL2	GTF2B	KEGG
MAPK8	FTH1	KEGG
BTK	PLCG2	KEGG
FOS	CD274	KEGG
ALK	JAK3	KEGG
MAPK14	ATF2	KEGG
RALGAPA1	RALA	KEGG
PRKCA	PTK2B	KEGG
MIR17	VIM	KEGG
THRB	MYC	KEGG
PRNP	GRIN1	KEGG
TP53BP1	AIM2	KEGG
PTK2	ARHGEF2	KEGG
CHEK1	CDC25B	KEGG
GATA3	MAF	KEGG
PIK3R4	PIK3C3	KEGG
DVL1	FRAT1	KEGG
SRC	RAC1	KEGG
JAG1	NOTCH3	KEGG
ATF6B	DDIT3	KEGG
IL1R1	CHUK	KEGG
AGT	MAS1	KEGG
MAPK8	FOS	KEGG
ABCF2	CASP9	KEGG
NFKB2	CSF2	KEGG
STAT3	PTGS2	KEGG
FCGR2A	RAC1	KEGG
FYN	CDC42	KEGG
P3R3URF-PIK3R3	PREX1	KEGG
MCHR1	GNB5	KEGG
SLK	PLK1	KEGG
